charity_name,campaign_name,campaign_description
Chen Su Lan Methodist Children's Home,CSLMCH: Bringing Joy To Every Child This Christmas,"The representation of a pristine Christmas in the media, especially on social networking sites, can be stressful for our children during the holiday season.As we approach the end-of-year festivities, please join us to make a meaningful difference in the lives of children at Chen Su Lan Methodist Children's Home (CSLMCH). Let's share the warmth, love, and feeling of togetherness as CSLMCH nurtures every child and family to shine.Your generosity sends a powerful message of hope to our children. Donate today!"
Chen Su Lan Methodist Children's Home,"CSLMCH: Bless a Child, Gift a Hong Bao 2024","In February, as Lunar New Year approaches, homes are spring-cleaned, haircuts are fresh, and dinner plans are set for joyful reunions. During the 15-day celebration, traditions, sharing meals with loved ones, and thinking about aspirations remind us of the importance of embracing hope. Regardless of cultural background, anyone can join the festivities, embracing the values of community, generosity, and optimism that define this special time.Our children at Chen Su Lan Methodist Children's Home (CSLMCH) often miss out on simple joys like new attires, family meals, and receiving Hong Baos. They have faced adverse childhood experiences, such as poverty, neglect, abandonment, and abuse. Some stay briefly, while most (80%) stay from 6 months to 5 years, and a few remain throughout their childhood.At CSLMCH we ensure that children receive the essentials—food, shelter, therapy, and education—nurturing their growth and healing.Make a meaningful impact this Lunar New Year by gifting a Hong Bao to our children at CSLMCH. Your generosity will empower crucial programmes and services, such as education, social and emotional coaching and therapy, to persist in making a positive difference in their lives.Donate today and spread the joy of great happiness and prosperity!"
Dyslexia Association of Singapore,DAS Charity Golf & Dinner 2024,"The Dyslexia Association of Singapore (DAS) will be holding its fourth Charity Golf & Dinner 2024, which will take place on 11 October 2024, at the Laguna National Golf Resort Club (Masters Course). This event will be graced by our esteemed Guest-of-Honour, Ms Jane Ittogi, who will join us for the dinner.DAS is a non-profit social service agency that provides a wide array of services for students who learn differently. These students include those with dyslexia, ADHD, autism, etc. The challenges faced by these students grasping academic concepts can profoundly impact their self-esteem, particularly within an educational framework that may not be suited for them. As a society committed to inclusivity, it is essential that these students have access to tailored support, empowering them to navigate a distinct educational journey and thrive into adulthood.Join us in our journey towards an inclusive and nurturing society where students will not be disadvantaged in the classroom because of their learning challenges.We would be most grateful if you would consider supporting these children, by sponsoring the DAS Charity Golf & Dinner 2024 in the form of a cash donation, or in-kind donations such as prizes for the lucky draw or other contributions as specified in the attached sponsorship forms. All funds raised from the event will go towards the DAS Bursary Fund to provide financial support for underprivileged DAS students.More information about the event can be found on the DAS website, bit.ly/DAS-GOLF or by contacting the DAS Assistant Director of Fundraising, Surjati Soekraman, at surjati@das.org.sg or 9101 8610.The DAS team is doing its utmost to help students who learn differently grow and maximise their contribution to the society. We hope you will consider supporting DAS in our efforts towards helping students who learn differentlyto achieve!Thank you and look forward to your contribution and support."
Dyslexia Association of Singapore,STEP UP for Learning Differences - Walk with Roy,"WALK WITH ROY! Join us in supporting Roy, our dedicated Facilities Manager at DAS, as he embarks on a remarkable journey around Singapore. 'Walk with Roy' is not just a 24-hour challenge—it's a mission to make education accessible for everyone.DAS is a non-profit social service agency that provides a wide array of services for students who learn differently. These students include those with dyslexia, ADHD, autism, etc. The challenges faced by these students grasping academic concepts can profoundly impact their self-esteem, particularly within an educational framework that may not be suited for them. As a society committed to inclusivity, it is essential that these students have access to tailored support, empowering them to navigate a distinct educational journey and thrive into adulthood.By traversing all 12 of our learning centres, Roy aims to raise awareness and gather much-needed funds for our bursary fund. This fund ensures that financial barriers do not hinder anyone from receiving the education they deserve. Every step Roy takes is a step towards opportunity, inclusion, and empowerment. Support Roy in making a lasting impact — because every student deserves a chance to succeed.Campaign Period: 17 July 2024 - 31 December 2024REGISTRATION FEES: General: $30 per participant Group Bundle (Public): $120 for 5 participantsGroup Bundle (DAS Staff): $100 for 5 participantsFree of charge for children 6 years and belowAll funds will go towards our DAS Bursary Funds that supports students from low-income families.﻿Thank you and look forward to your support!"
Dyslexia Association of Singapore,Empower Disadvantaged Individuals with Learning Differences! #ilearndifferently #embracelearningdifferences,"Individuals with learning differences..Who are they?Struggling learners who are falling through the cracks, Special Education Students (including those with dyslexia, ADHD, ASD, Speech and Language Disorder etc.), individuals who need supplemental support, intermittent strugglers and more. Some renowned people with dyslexia include the late Prime Minister Lee Kuan Yew, F1 Racer Lewis Hamilton, Albert Einstein and Chef Jamie Oliver!The Dyslexia Association of Singapore aims to support struggling learners from low-income families to access the specialist intervention that they need and deserve. Over 50% of the student population in DAS require financial assistance to receive the specialist intervention that they need and deserve. More funding would help more learners overcome their learning challenges and unlock their full potential! The aim of this fundraiser is to raise funds for our students who require this financial support to receive intervention."
Dyslexia Association of Singapore,Gift of Wonders - DAS Student Talent Showcase,"SHARE THE WONDER: GET A TICKETDate: Friday, 29 December 2023Time: 6pm - 9pmRegistration starts at 6pmVenue: The SingPost Auditorium, 10 Eunos Road 8, #05-30Ticket Pricing:$100 per ticket$450 for 5 tickets10% discount for DAS STAFF & PARENTSGet ready for an enchanting performance that's sure to warm your heart! Inspired byCharles Dickens' 'A Christmas Carol,' this talent showcase will explore themes ofcompassion, the importance of family and social responsibility. We are shining the lighton the talents of our students even though they face challenges in learning and providing them with the opportunity to let their incredible talents shine.Your support matters! Every contribution goes directly to students in our DAS Speechand Drama Arts (SDA) and ArtVenture programmes, ensuring that these students getthe education they deserve. Join us on the 29th of December 2023, in celebrating their talents and making a difference!For more information, you may visit bit.ly/giftofwonders"
Yong-en Care Centre,Yong-en's Seniors ,"Yong-en's Elderly Services consists of 3 core programmes - Dementia Care Services, Active Ageing and Home Care; providing comprehensive services, supporting the needs of our senior service users and creating the continuum of care through a person-centric approach.Around 1 in 10 people aged 60 and above in Singapore are living with dementia. As Singapore's ageing population grows, there will be an increased need for caregiver support in the community. Yong-en aims to provide more relevant caregiver services to support and empower the caregivers in the journey of caregiving, as well as to widen their support network and access to resources. In 2024, Yong-en will be working closely with Montfort Care & Fei Yue Community Services to set up a one-stop digitally enabled service integrated hub to support seniors and their caregivers at Chinatown Point, offering a suite of activities to empower and enliven the experience of caregiving and seniors ageing in place.To support our seniors better and help them find greater purpose and meaning, our programmes and initiatives in the year ahead will be designed closely in line with the national plan for successful ageing: Care, Contribution, Connectedness. Yong-en will empower seniors to take charge of their own physical and mental well-being through active ageing lifestyle, lifelong learning, giving back, and volunteerism.We will also invite our community partners, volunteers and youth to create innovative sub-campaigns to fundraise alongside us.All proceeds will go towards the development and initiatives in providing holistic care for Yong-en's seniors and its community.This campaign will be matched an additional 40% through Tote Board's Enhanced Fund-Raising Programme, maximizing your support tremendously and provide much needed attention for our seniors."
Yong-en Care Centre,Yong-en's Families,"Yong-en directly addresses the needs of over 240 families and 170 children and youth from lower-income families through our various programmes inacademic support, social and extra-curricular development, and psychological well-being.2024 will see Yong-en's greater work in uplifting families in need through extended childminding services, holistic healthy living initiatives, as well as continuously establishing Kukoh+, Yong-en's new youth centre at Jalan Kukoh. Kukoh+ will continue to be a safe space with safe adults to support the well-being of our under-resourced youth in Jalan Kukoh.We will also invite our community partners, volunteers and youth to create innovative sub-campaigns to fundraise alongside us.All proceeds will go towards the development and initiatives in providing holistic care for Yong-en's families, children and youth.This campaign will be matched an additional 40% through Tote Board's Enhanced Fund-Raising Programme, maximizing your support tremendously and provide much needed attention for our families!"
Yong-en Care Centre,"With Love, Chinatown","Yong-en's annual year-end campaign, ""With Love, Chinatown"" puts a spotlight on our community, where we harness the unique talents, strengths and networks of individuals and businesses to join us in improving lives and impacting communities.This year, as part of ""With Love, Chinatown"", Yong-en has created a one-of-a-kind 2024 Calendar. Visit Singapore's Chinatown through the eyes of 10 accomplished illustrators!The theme given to the artists was 'Community'. The task was to incorporate Yong-en Care Centre's vision, mission, and services in this bustling neighbourhood. We are immensely grateful for the contribution of time and skills of our volunteer illustrators. This project demonstrates the spirit volunteerism and the power of collective effort.For donations over $200, you'll receive our 'With Love, Chinatown appreciation kit which includes this exclusive calendar. Limited stocks available!-------------------------------------------------------Step 1: Make your donation via this DeeDa pageStep 2: Share with us your mailing address under ""additional information"".Foster a warm and caring Chinatown with us. Uplift vulnerable seniors and families who need a helping hand.All proceeds will go towards supporting Yong-en's programmes and operating expenses, to provide holistic care for Yong-en's beneficiaries.This campaign is supported by Toteboard's Enhanced Fundraising Programme and every $1 will be matched with an additional $0.40 by Toteboard!"
Yong-en Care Centre,Yong-en's 22nd Charity Golf 2024,"Since 2001, the Charity Golf event has been the main fundraising event for Yong-en. Proceeds of the event go towards providing effective and professional care services for underprivileged individuals, families, and seniors in Chinatown and beyond. This year's tournament will be held on 17 May 2024, Friday at Laguna Country Club, Masters Course.As we continue to improve lives in our community and journey with our beneficiaries through challenging times, we look forward to deliver and improve on the following programmes:1. To deepen our impact at Kukoh+; Yong-en's Children & Youth space in the Jalan Kukoh rental flat estate, providing a safe drop-in space for the youth to build healthy and supportive relationships.2. To expand our pilot, extended childminding programme that caters to more families with young children between 3-8 yrs old, residing in the Jalan Kukoh estate; where after-hours support between 4-10pm is much needed to enable low-income families to work towards financial stability and self-reliance.3. To implement Yong-en's Cognitive Intervention & Support Programme for persons with early stages of Dementia and their caregivers4. To establish a new Gym Tonic programme at Chinatown Point; that will go beyond the current prescribed 12-week strength training for a more holistic approach to promote healthier ageing for seniors at risk of frailty (physical, social and cognitive)From 22 February to 31 May 2024, all donations towards this campaign will be matched dollar-for-dollar under the Tote Board EFR programme.Please email Ms. Francesca Yong (francesca-yong@yong-en.org.sg) should you have any queries on participation, sponsorship, or donations."
Volleyball Association of Singapore,"""UPPLAY: Dare To Dream"" - Towards 2029!","Dear Volleyball players, coaches, officials, fans & supporters in the sport of Volleyball, In six years’, time, Singapore will be hosting the 35th SEA Games. There is much work in terms of planning, resourcing, training and overseas competitions that we require to start now to best position us for podium success in 2029 when Singapore host the biennial Games.  Towards that end, financial resources underpin all that we plan to do. Volleyball Singapore is embarking on a fund raising campaign for our Beach Volleyball team rally call; ""UPPLAY: Dare To Dream"" towards preparation for the 35th SEA Games. The campaign intent is to raise matching donation grant to empower Volleyball Singapore with financial resources to execute plans for coaching and support resources, overseas competitions and exposures to uplift our Beach Volleyball competitive standard amongst the SE Asia countries. As this campaign success depends on our collective support for our players, do donate generously towards helping our beach volleyball athletes excel and ""UPPLAY: Dare To Dream"" at the next three edition of the SEA Games, in particular, in 2029 when Singapore play host to our SEA neighbours!"
Volleyball Association of Singapore,62nd Anniversary Fund Raising Campaign,"OTSF campaign: Towards 35th SEA Games 2029 Our Volleyball and Beach Volleyball athletes attained credible performance at the recent 32nd SEA Games in Cambodia.  There is much work ahead of us to prepare our teams well for the next three editions of the biennial Southeast Asia competition, in particular, to capitalise on the home ground advantage at the 35th SEA Games in Singapore in 2029 to achieve our podium aspiration. Whilst our coaches and athletes focus on their trainings and competitions, financial resources are critical over the next few years for us to implement and execute the various High-Performance programmes and overseas competition exposures to support our athletes towards the 2029 goal of a podium finish on home ground. We look forward to your continued, unwavering support on our fundraising effort with your generous donations to support our High-Performance endeavours! (Tax deductible receipt will be issued for donations S$100 and above)"
Resilience Collective Ltd,My Name Is,"This initiative is more than just a project; it’s a lifeline for those struggling with mental health challenges, and we need your compassion and support to make it a reality.Our campaign's name embodies the essence of who we are as individuals and how powerful it is when we share our true selves. Each story matters. Each voice deserves to be heard. “My Name Is” aims to create a world where mental health is spoken about openly, where no one feels alone in their struggle, and where every person finds the support they need to thrive.How Your Support Can Make a DifferenceWith your generous donation, we will:Spread Awareness: Fund outreach efforts to help people understand persons with mental health challenges.Provide Direct Support: Offer peer support services to those who might otherwise go without.Empower Voices: Create platforms for individuals to share their personal stories, helping to build a supportive and empathetic community.The Impact of Your GenerosityEvery contribution, no matter how small, has the power to change lives:$50 support an outreach initiative to connect with young adults who are struggling to seek help.$200 facilitate a 'My Story, Our Journey' workshop where peers learn to better navigate the complexities of their mental heath journey, and advocate by authentically expressing their lived experiences$300 support a Circles of Resilience, where members can share openly and support each other on their recovery journeys.Imagine the comfort of knowing that your support helps someone who feels lost find hope, or gives a voice to someone who feels unheard. Your donation is more than financial support; it’s a beacon of hope, a testament to the kindness and solidarity that can change the world.How to GiveMaking a difference is easy. You can donate by clicking the 'Donate Now' button or reach out to Rachel at rachel@resilience.org.sg to explore other ways to contribute. Every dollar brings us closer to a world where mental health is embraced with empathy and understanding.Thank you for considering this opportunity to make a profound impact on countless lives. Together, we can transform “My Name Is” into a powerful testament of compassion and support."
Resilience Collective Ltd,"Breaking Down Stigma, Building Connectedness","The mental health recovery journey of a peer is an individual experience and unique process. It is being able to live a satisfying, hopeful, and contributing life even when limitations are sometimes experienced because of mental health challenges. According to the findings from the Global Burden of Disease Study in 2019 conducted by the Ministry of Health, mental disorders were the fourth leading cause of disease burden in Singapore, accounting for 8.3% of the total disease burden. The recent National Population Health Survey (NPHS) 2022 reported an increase in the prevalence of poor mental health from 13.4% in 2020 to 17% in 2022. Youths aged 18-29 years (25.3%) were the largest population subgroup in the survey, with poor mental health.Having a range of personal relationships and connectedness not only with family and friends but with the community and society at large can be seen as having a positive impact on recovery. Resilience Collective’s structured peer support group offers a safe environment which empowers peers to freely express and process their emotions and thoughts, buildconnectedness with each other and promotes a sense of competence and self-esteem. This in turn, promotes stability, shorter downtime and forward progress in their recovery.We invite you to join a  movement of people who share a vision for a mentally healthier world. Together, we can make a real difference in the lives of young adults touched by mental health conditions."
Resilience Collective Ltd,Celebrating The People of Resilience,"Celebrating The People Of Resilience, a fundraising dinner by Resilience Collective (RC) aims to showcase the impact of the RC community in supporting persons with mental health conditions in their recovery journey.No one should struggle alone with their mental health. We invite you to walk alongside our peers towards mental health recovery. Your gift will equip them with coping skills and strategies to build resilience in recovery and enable us to reach out to more young adults who may be struggling to seek help and find support.Through this fundraising initiative, we seek your continued generosity to sustain RC's programmes and initiatives to help break down mental health stigma, increase awareness of the effectiveness of peer support, and to support schools and workplaces in building and developing capabilities and resources for mental health wellbeing.Your support will go a long way in positively changing the lives of our peers!About UsResilience Collective is a mental health charity that provides dedicated peer support for young adults in recovery. It offers a safe space for them to share lived experiences and promotes recovery through resilience and empowerment. Through education and co-production, we continue to build a community where persons living with mental health conditions thrive and lead authentic lives.Our Programmes We believe in the value of peer support and that can be seen through our unique programmes and initiatives. Our monthly peer support programme, Circles of Resilience allows young adults to share their experiences by being open and vulnerable in a safe space while supporting one another. Other touchpoints for peers would be the Resilience Education workshops where they learn coping strategies to manage their challenges, and the Human Library Experience that allows them to share their mental health lived experiences to break down mental health stigma. Through our efforts, we are reaching out to peers who need mental health support, while creating continued awareness about the importance of seeking help early."
Renal Health Services Limited,Renal Health Services (RHS) general fund,"About UsRenal Health Services (RHS) - a not-for-profit organisation and a registered charity that is all about giving back.RHS supports, advocates and enables optimised kidney related health, patient well-being and holistic care for the Singaporean community.RHS with its unique public-private partnership model to support its not-for-profit projects, aims to drive down kidney healthcare cost and increase efficiency in reducing the incidence of CKD, as well as providing accessible Kidney Failure treatment modalities to all members of the community, irrespective of their financial capability (support tiers based on means-testing).A patient-centric approach, with programs driven by subject matter experts, in an inclusive model to provide an integrative platform to healthcare institutions, industry partners, academia and regulatory authorities. Our Programmes1. Kidney Disease Screening and Preventative Guidance: Identifying kidney problems at an early stage, preventing further damage, and improving outcomes.2. Clinical Research and Trials: Crucial for driving innovation in Kidney Care, improve diagnostic tools, help in develop new treatments, enhance patient-centred care, and influence health policies.3. Early Access Programs for Treatments and Solutions: Initiatives that allow patients with kidney disease, to gain access to either investigational treatments or solutions before they are fully approved and subsidised.4. Hemodialysis and Peritoneal dialysis provision and support: A life-saving therapy for patients with kidney disease, performed in community based centres or at the patient's home.5. Palliative Care and Conservative Kidney Management Programs: Focused on improving the quality of life for individuals who may not be suitable candidates for dialysis or transplantation.6. Kidney Transplant Awareness and Donor Support: Helping promote organ donation and support for patients.7. Patient Advocacy Forums: A valuable platform for individuals to connect, share experiences, seek information, and advocate for their needs. These forums can offer emotional support, education, and empowerment to patients and their families.8. Social and Psychological Support Programs: Addressing the emotional and psychosocial needs, provide a supportive environment, coping strategies, and resources."
Renal Health Services Limited,COVID-19 Vaccination awareness ,"COVID-19 Vaccination awareness: Disease education and prevention.Kidney disease patients are considered a vulnerable patient population due to their immunocompromised (poor immune system) and reduced ability to fight infections.During the COVID-19 pandemic, kidney failure patients had higher than normal death rates and hospitalisations. It is crucial to educate such vulnerable sub-groups of the community regarding COVID-19 vaccination to reduce the risks of death and severe disease in our Singaporean communities. Unfortunately, we have seen that COVID-19 vaccination rates are dropping, thereby exposing these fragile groups to possible life threatening complications. Through our COVID-19 vaccination awareness programme, various activities are being planned to engage the communities, educate the vulnerable patient populations, identify patient champions to formulate ""patient advocacy groups"" and patient peer support groups. Such measures will help to reduce the burden of disease caused by COVID-19 by effective continuing vaccination for those who are vulnerable. There by also protecting their families and caregivers.   We will also provide vetted information from healthcare specialists and kidney specialists that can help in such awareness drives and also help in formulating effective plans with accredited and experienced clinicians. Through this process, we intend to simultaneously conduct general population outreach and education regarding such illnesses, groom community champions to front peer support groups and have a sustainable social movement of change."
Renal Health Services Limited,Kidney Disease Screening and Preventative Guidance,"Singapore is #1 in the world for Kidney Failure caused by DiabetesSingapore is #1 in the world for Kidney Failure caused by DEARLY DETECTIONScreening helps in the early detection of kidney disease, allowing for timely intervention and treatment. Early stages of kidney disease often do not present noticeable symptoms, and screening tests can help identify kidney problems before they progress to more advanced and potentially irreversible stages.PREVENTIVE GUIDANCEWe help provide information that can help prevent or slow the progression of kidney illnesses, by formulating effective plans and guidance from an accredited and experienced nephrologist (kidney specialist).SUPPORTWith your generous support, we can help prevent costly kidney dialysis treatments, financial crisis in families due to long term illnesses, social dysfunction including unemployment and the mental toll its takes on those who suffer from such diseases."
Renal Health Services Limited,Kidney Care Innovation Through Research and Studies,"Research and studies play a vital role in driving innovation in Kidney Care:DISEASE UNDERSTANDINGHelps improve our understanding of kidney diseases by investigating their underlying causes, mechanisms, and risk factors. This knowledge can lead to the identification of new therapeutic targets and the development of personalised treatment approaches.IMPROVED DIAGNOSTIC TOOLSHelps in the development of improved diagnostic tools and technologies for detecting kidney diseases at an early stage. Early detection allows for prompt intervention and better management of kidney diseases.TREATMENT DEVELOPMENTEvaluate the safety and efficacy of new treatments and therapies for kidney diseases. Researchers can identify new treatment options that may be more effective than existing approaches.At RHS, our multi-disciplinary team of specialist doctors, nurses and allied health professionals are constantly involved in research and development activities, so that we can provide the best possible health advice and treatments to our patients and vulnerable communities.YOUR SUPPORT is vital for us to facilitate the improvement of the quality of life and longevity of those at risk or suffering from kidney disease. Help shape the destiny of those at risk by these valuable research efforts."
Renal Health Services Limited,Kidney Disease Treatments and Solutions Through Early Access Programs,"Early Access Programs (EAPs), also known as compassionate use programs or expanded access programs, are initiatives that allow patients with serious or life-threatening conditions, such as kidney disease, to gain access to either investigational treatments or solutions before they are fully approved, subsidised and available on the market. These programs are designed to provide potential benefits to patients who have exhausted all other readily available treatment options and have no satisfactory alternative treatments available.EAPs enable fully approved and registered therapeutics to be made available to the patients, while the local data is being generated for authorities to add them to the list of subsidised treatment options. This provides a crucial route of making beneficial treatments available to patients, who otherwise would not be able to afford it.The decision to provide early access is ultimately based on a case-by-case evaluation by healthcare providers and kidney specialists.YOUR SUPPORT can be a miracle that can restore hope and make much needed kidney care treatments possible through our programs."
Renal Health Services Limited,Depression in kidney failure,"One in three kidney disease patients will suffer from depression at some time. This can lead to poor quality of life, unemployment and family issues.Taking care of such illnesses requires dedicated programs.With YOUR SUPPORT, we can help build programs to support such vulnerable patients.About the CharityRenal Health Services (RHS) - a not-for-profit organisation and a registered charity that is all about giving back. RHS supports, advocates and enables optimised kidney related health, patient well-being and holistic care for the Singaporean community. RHS with its unique public-private partnership model to support its not-for-profit projects, aims to drive down kidney healthcare cost and increase efficiency in reducing the incidence of CKD, as well as providing accessible Kidney Failure treatment modalities to all members of the community, irrespective of their financial capability (support tiers based on means-testing).A patient-centric approach, with programs driven by subject matter experts, in an inclusive model to provide an integrative platform to healthcare institutions, industry partners, academia and regulatory authorities."
 Friends of the Disabled Society,Home Visitation: Fostering Hope for Families with Disabilities,"At Friends of Disabled Society, we are dedicated to making a real difference in the lives of families and individuals facing the challenges of disabilities. Our weekly visits provide essential support, but we can't do it alone. We need your help to continue our mission.What We Do During Our VisitsDuring our visits, we go the extra mile to assess the needs of our beneficiaries. This allows us to connect them with the right resources and support, ensuring they receive the care they deserve. In addition, we provide groceries, grocery vouchers, and sometimes meals to relieve the daily burdens they face.Your Contribution MattersBy making a donation, you become a crucial part of this compassionate mission. Your financial support will enable us to provide groceries, vouchers, and meals to those in need. It will also help us conduct assessments that guide our beneficiaries to the appropriate resources, making their lives more manageable.Let's Make a Difference TogetherJoin us in supporting families and individuals with disabilities. Your generosity will not only provide essential supplies but also offer them a sense of care and connection. Together, we can make their lives a little brighter and ensure they don't face these challenges alone."
 Friends of the Disabled Society,"Danxability - Breaking Barriers , Inspiring Rhythms","At Danxability, we're more than just a dancersize initiative – we're a passionate community, proudly crafted by individuals with disabilities for the community. 🩰✨Meet Joyce, one of our incredible members, who embodies the very essence of our mission. Joyce was born with a rare disorder, but her spirit is boundless, and her dream knows no limits. She aspires to become a dance instructor, and her passion fuels the heart of Danxability.Our belief is simple: everyone deserves the chance to experience the joy of dance. 💃🕺 That's why we're excited to introduce our ""Danxability - Breaking Barriers, Inspiring Rhythms"" donation campaign, and we invite you to join us in making a positive impact.Campaign Goals:Promote Inclusivity: We're dedicated to providing dance programs for individuals with diverse abilities. It's about breaking down barriers, encouraging self-expression, and improving physical and mental well-being.Expand Our Reach: Our dream is to offer dance classes and events to more communities, creating a ripple effect of empowerment.Why Your Support Matters:Your donation directly contributes to:Accessible Dance Programs: With your help, we can provide accessible dance programs that transform lives. These programs empower individuals to embrace their abilities and express themselves through movement.Community Dance Outreach: Our goal is to offer classes in local communities, schools, and organizations. These classes not only spread awareness about the benefits of dance but also create a sense of unity, disability awareness, and empowerment.Thank you for embracing the rhythm of inclusivity and the power of dance. Your support changes lives and creates a more inclusive world where everyone has the opportunity to dance and thrive.Let's dance together and empower individuals of all abilities through Danxability. 💫🌈"
 Friends of the Disabled Society,Help individuals with disabilities learn new skills and achieve independence,"It's true, if you haven't experienced disability yourself, it can be hard to grasp the profound financial, psychological, and emotional impact it carries. Those everyday activities most take for granted can become monumental challenges for our friends with disabilities. They don't want to depend on others; they yearn for self-sufficiency and the ability to live with dignity and mastery.Our Belief:At FDS, we hold a strong belief: the most effective form of assistance is one that fosters self-efficacy. We empower our friends with disabilities to set and achieve goals, to master daily tasks, and to shine brightly in their own unique ways.Our Mission:Our goal is clear - we want to see our friends with disabilities achieve the highest level of sustainable independence. We envision them as contributing, responsible, and equal members of society.How We Do It:We provide valuable life skills through training and support. Our programs cover a wide range, from developing creative products to managing administrative duties and sales. These skills open doors to new opportunities and a chance to earn income, moving our friends towards financial independence.Be Part of the Journey:Our vision is to see our friends with disabilities not just survive, but thrive. However, we can't do it alone. We need your support to make this vision a reality. Your generous contribution will enable us to continue providing support, training, workshops, necessary resources, and a safe space for our friends with disabilities.Join us in making a lasting impact. Together, we can help our friends with disabilities become achievers, dreamers, and true champions of their lives.🌈 Let's Create Independence, Equality, and Dignity. Donate generously today! 🌈"
 Friends of the Disabled Society,Skills for Life: Nurturing Fulfilling Paths for People with Disabilities,"In the heart of our community, we're embarking on a mission that hits close to home—the ""Skills for Life"" campaign. At Friends of the Disabled Society, we're dedicated to providing practical life skills to individuals with disabilities, fostering independence and resilience.Our Focus:Picture this: your support directly contributes to workshops that build crucial life skills. It's not just about textbooks; it's about empowering our friends with disabilities to navigate life with confidence.Why It Matters:Confident Expression: Your contribution helps break communication barriers, allowing individuals to express themselves with newfound confidence.Financial Literacy: Support financial training for responsible money management, laying the foundation for increased independence.Well-being Workshops: Fund sessions on mental health, stress management, and self-care practices, creating a solid base for overall well-being.Interpersonal Growth: Contribute to the development of interpersonal skills, enabling our friends to navigate social interactions with confidence.Your Impact:Your generosity is transformative—it's not just about funding a program; it's about changing lives. By providing practical life skills, you're helping individuals face life's challenges head-on, fostering a sense of accomplishment and self-reliance.Be the Change:Join us in making a difference. Your support for the ""Skills for Life"" campaign ensures that everyone, regardless of ability, gains the skills to lead a life of independence and fulfillment.Thank you for being a cornerstone of positive transformation."
 Friends of the Disabled Society,Support our Mental Wellness Programme for individuals with disabilities,"Living with a disability can be a long journey, both mentally and physically. It can be just as challenging for people who live with or care for someone with disabilities. Friends and family may too find it difficult to come to terms with the condition or adapt to new challenges and suffer from caregiver's burnout.Counselling can help to address the different challenges we face, especially the challenges to adapt to the changes brought about by the pandemic. The aim of counselling is to provide a safe and supportive space for our beneficiaries and their caregivers to discuss their concerns and fears and work through their personal problems with a counsellor.In the effort to enhance the mental health of our beneficiaries in these challenging times, FDS is implementing a Mental Wellness Programme where we will be providing our friends with disabilities and their caregivers virtual counselling sessions. Weekly Group Psychoeducation Sessions will be conducted to teach our beneficiaries and caregivers life skills, coping skills and self-care techniques.By donating generously to our cause, you can help us continue to provide free mental wellness services to our friends with disabilities and their caregivers.Thank you"
Habitat for Humanity Singapore Ltd,Help the vulnerable have a decent home for Christmas,"Every dollar can help vulnerable homeowners who are suffering from inadequate living conditions attain safer and more comfortable homes this Christmas.Much like you, these vulnerable homeowners love their families, hope for a healthy life, and dream of a comfortable and secure home to return to. Unfortunately, they are currently living in inadequate and unsafe conditions, which is why they need your support.Through our local home rehabilitation program, Project HomeWorks, we give our homeowners a new home and the opportunity for a better life using a holistic approach to improve living conditions by intensive decluttering, cleaning, painting, fumigating, and providing new basic furniture, among other interventions.The impact of your gift.“Everyday, I return home after a long day of work to clean, but the Bed Bugs just won’t go away”Mr Koh, one of our homeowner who was struggling with clutter and serious bed-bug infestation, had difficulty maintaining his home or seeking professional help to rid the bed-bugs infestation due to his physical and financial limitations. After our intensive decluttering, cleaning, professional fumigation, and the addition of new furniture, Mr. Koh’s living space is now transformed into a safe and sanitary haven where he can unwind and de-stress after a long day.How can you share the Gift of Home?Your $5 will bring someone a step towards a safer and more secure home.Your $20 helps to buy painty supplies to brighten up a home.Your $100 will provide someone with pest-free, decent furniture.Your $1300 can support the restoration of an entire home.Or any other amount, because every gift matters.Help us bring hope and new homes to vulnerable homeowners this Christmas. 100% of the donations will go towards service logistics and necessary operation costs for each Project HomeWorks Session.Act now and double your impact! All donations will be matched 1-for-1, and you'll receive a 250% tax-deductible receipt. Give today!*Project updates will be provided in 2024"
KampungKakis Limited,Building a Brighter Future for Isolated Seniors,"A Call to Action for Compassionate SingaporeansIn the heart of Singapore, amidst the bustling streets and towering skyscrapers, lies a silent community – our elderly. Many of our seniors, especially those living alone, face the harsh reality of loneliness and isolation.As a society rooted in compassion, empathy, and filial piety, we must ensure that our elders' twilight years are not defined by solitude but by warmth, care, and the enduring bonds of community.KampungKakis hopes to be a beacon of hope amidst the shadows of loneliness, as we work hard to bridge the chasm between isolated seniors and our vibrant community. Through our neighborhood buddy system, we match seniors with caring volunteers who can converse with them in their preferred language, fostering friendships that transcend age and cultural barriers.Your generosity can make a world of difference in the life of an isolated senior:Expand our Buddy System: Connect more isolated seniors with caring volunteers.Organize Community Events: Bring seniors, volunteers, and community members together.Provide Training and Resources: Equip volunteers to effectively support and connect with seniors.Together, we can transform the lives of countless seniors, replacing loneliness with companionship, isolation with community, and despair with hope.Join us in building a brighter future for our isolated seniors, a future where they are not forgotten but cherished and valued members of our society.Your contribution, no matter how small, can make a world of difference. Donate today and be a part of something truly special.KampungKakis: Building a Singapore Where Every Senior Feels Valued, Connected, and Supported"
