charity_name,campaign_name,Cleaned_Campaign_Description
Animal Lovers League,"Help Armstrong, Ashley & other rescued dogs",no-kill shelter give life fighting chance explore possibility vestige hope rescue immediate lifesaving treatment needed rescue fraught heightened cost living worldwide left large veterinary bill continue accumulate.armstrong dear gentle giant lump rump led sad discovery soft tissue sarcoma underwent surgery remove lump assumed benign determined otherwise recurred two month getting ct scan seeking specialist 's opinion advised armstrong need series test surgery try save life ashley another rescued dog suddenly lost function hind leg early-2023 would move around using front leg dragging back leg ground much rehabilitation veterinary care hydro- theraphy well road recovery regained use hind leg late-2023 heartened tenacity live however ashley 's case taken turn worse condition caused bladder twisted causing urinary retention multiple surgery procedure correct remains alert energetic bright girl really want live continues many vet visit urinary catheterisation prescription food surgery ashley -- continue fight alongside her.all story hope resilience compassion animal lover league would possible without constant treatment checkup fuelled kind donor support help transform animal 's life help become bubbly friend every paw deserves chance every act kindness make world difference
Animal Lovers League,"Help Ashley, Snickers, Brown & other rescues",one largest longest serving animal welfare group singapore no-kill shelter value life explores every possibility vestige hope despondent rescue veterinary cost always one 's greatest challenges.injured abused rescue usually require consistent care others may require immediate lifesaving medical intervention check ashley ashley bubbly rescued dog suddenly lost use hind leg would trudge along using front leg back leg dragging multiple vet visit test finally revealed developed spinal infection slowly recovering attending hydrotherapy session regain muscle strength rear lower limb ashley also requires regular vet check ups hydrotherapy monitor progress amount significant amount money give her.check snicker brown snicker brown senior rescued cat snicker stray cat brown rescued home could longer care many senior animal snicker brown observed shed weight upon vet visit test found kidney disease cause despite prognosis persevered fight snicker brown immediate life saving treatment received worked immense love life empirical sustaining regular vet visit fluid therapy long-term prescribed renal diet daily medication supplement keep healthier content snicker brown unfortunate debility afflict never forsaken narrative rescued animal care together donation make big difference saving sustaining life please donate towards care instrumental helping caring lives.ps cherish life wired way
Animal Lovers League,Will You Help Us Feed Our Furry Friends?,strictly no-kill shelter home 500 vagrant stray abandoned traumatized abused rescued cat dog hard imagine amount effort founder cathy mohan well volunteer put care furry friend daily task include feeding treating sick animal bringing veterinary checkup sick injured vaccinating illness neutering/sterilizing them.on top already hefty medical bill bulk expense come need feed 500 empty stomach every single day however ongoing pandemic curtailed many conventional fundraising adoption event able count previously face increasing difficulty coping daily food supply need help needed fill stomach usage fundthe fund raised campaign used purchase food needed sun petgamart.the reason choosing specific supplier following regular supplier long timethey know food requirement dog cat accustomed specific brand get lot gastro issue mix change food list animal friend favorite food includes dog food daily delight cesar beef nature 's gift hill ’ science diet adult dog dry food cat food science diet optimal care cat bistro chicken arisocat premium plus tuna salmon/crab meatthey kept price low affordable sparing 25 secure roughly week 's food supply one furry friend contribution go long way support continuous effort care every animal rescued seek kind donation
Animal Lovers League,The Sick and Infirm at Pets Villa Need Your Help,animal lover league run pet villa old abused abandoned live life whatever time left them.of many johnny cash stray festering wound head long feeding street decided time bring numerous treatment thereafter vet revealed wound cancerous taking care nursing daily wound significantly improving eighteen year old boy eats well enjoys walks.ah lian surviving sibling ah huey ah beng found monsoon drain 16 year ago outside shelter still pasir ri 2 month old enfeebled geriatric arthritic condition still zest life though lucy candidate `` trap neuter release '' project looked pathetic still conscience ’ allow u put back street lucy 16 year old came u emaciated frightened cataract slow energy appetite activity level good betsy look older 12 year owner abandoned poor condition blind hairless mostly recumbent better movement appetite others le like they.they fare well given supplement medical care whatever ail medical bill daunting date chalked sum 33k.we seek help settle medical arrears work unfortunate animal perpetuate excess fund utilised on-going medical needs.cathy mohan animal lover league
Animal Lovers League,Support for Captain Hook and his 500 rescued furfriends #15Shorts,grateful filmmaker eric khoo jerrold chong creating short film `` brown dog '' part nvpc blue 3 asia 's 15 short film anthology inspired cathy strong 15 short film `` brown dog '' support animal lover league donating care captain hook three-legged mascot featured film along fellow 500 rescued animal friend loving care all.registered 2002 cathy strong mohan carry task care giving feeding treating homeless sick animal 's daily task include conveying sick injured animal veterinary treatment well neutered/sterilised vaccinated illness addition also feed hungry stray street also rehomes rescued animal encourages public adopt instead buying endeavour rejoin animal loving committed family everywhere.﻿all 's background history featured project provide alternative perspective nation-building narrative era animal part big singapore story together let 's build city good
Animal Lovers League,Help Shelter ALL's Rescues This 2021,"`` collectively struggle adapt new norm reach urgent assistance ensure animal lover league forced shut door `` ﻿dear friend generous response last appeal allowed u substantially reduce medical bill ancillary charge aging population dog cat prioritize payment ensure animal care receive prompt necessary medical care something simple abscess critical illness cancer tumor welfare helpless creature foremost minds.however ongoing pandemic curtailed many conventional fundraising adoption event able count arrears rental payment collectively struggle adapt new norm reach urgent assistance ensure animal lover league forced shut doors.our fervent hope raise sum 144,000 enable u meet rental need 2021 please treat on-going appeal till able meet target.we no-kill shelter believe every animal rescued given 2nd chance life care allowed transition naturally hope help u start new year renewed hope faith matter dark night light day always available u helpless animal care"
Animal Lovers League,Help Ebony and other rescued animals in need of medical care,4-year-old ebony born animal lover league 's shelter mummy rescued heavily pregnant ebony brother ivory.last july ivory diagnosed fip fought extremely hard stay alive unfortunately succumbed fatal condition october leaving ebony mummy behind trio close ebony found solace friendship cat shelter.in late november noticed lesion ebony 's head around right ear like scabbing wound however week followed grew aggressively round lump inch diameter bloody ebony scheduled undergo surgery tomorrow 7 december 2021 remove growth sent testing keeping finger crossed praying cancer treatable condition.ebony one many rescued animal animal lover league desperate fund support medical care seek kindness pray young ebony donate medical care amount donated help alleviate monetary veterinary cost caring ebony 's rescued animal need thank generosity ﻿ allthatmatters
Animal Lovers League,"Help John, Little John, Amber & other rescued animals",animal lover league no-kill shelter singapore care 500 rescued cat dog injured abandoned abused traumatised pet strays.as no-kill shelter value life explores every visage hope rescue regardless age injury condition veterinary bill one constant struggle rescue care require regular lifelong medical care others may require immediate lifesaving treatment story rescue 's charge.samanthaour dear samantha endearingly known many sam lovely singapore special time rambunctious healthy dog 's cat-loving dog spent time hanging cat 's cattery 2021 health started take turn started losing weight later determined kidney disease.on top vet service like test procedure hospitalisation required past month maintaining regular medical need keep samantha healthy well come least 500 month routine includes 1000ml hartmann 's subcutaneous drip supplement kidney health vet visit check condition special diet specific optimising kidney health.john little johnjohn little john sibling rescued together stray dog birth skittish remain wary people recently brother developed bad cough quickly led pneumonia require round clock medical attention ensure receive sufficient oxygen iv fluids.emergency medical case like arise time always alert ensure animal need get medical attention need drop pin.amberamber regular blood donor saved life cat dire need loving calm gentle ginger cat make visit vet pleasant vet met share story — amber calm ’ require sedation donating blood make amber even amazing love dog dog love right back.recently amber diagnosed kidney insufficiency brought vet immediate care temperature low fighter continues fight push ahead pray amber ’ renal issue acute corrected amber one many cat stray pet suffer kidney problem require prescribed long-term renal diet possible subcutaneous fluid keep healthy hopefully long time come prescription cat diet number ’ cat require cost 500 month including veterinary check ups help check diet working.midnightour dear midnight brought vet started losing weight first vet visit found fiv positive -- explained mouth always uncomfortable always drooling also dehydrated severely anaemic vet prescribed antibiotic injection ease pain mouth.during latest review test revealed anaemia improved blood count remained low -- explained uneasiness constant drooling foaming top kidney well requires special kidney diet daily subcutaneous fluid keep well.these rescued animal care push continue rescuing rehabilitating rehoming charge donation make big difference saving life please donate care help u continue help thank god bless. allthatmatters
Sian Chay Medical Institution,新加坡善济医社 Let's Support Sian Chay Medical Institution,"sian chay medical institution established victoria street 1901 provide free medical treatment medicine poor century sian chay medical institution providing free medical care medication poor needy community regardless social status race religion respect sian chay medical institution earned recognition praise support trust sector community.every 10 donation support one patient low income family receive free tcm consultation medicine thus relieve suffering pain extend life expectancy helping whole family well promote blissful family life thank advance generosity 善济医社是在新加坡卫生部注册的社会服务组织 不分种族和宗教，为社会大众提供免费的中医问诊及低收费的治疗。善济医社在全岛有14间分社，为大众提供免费中医问诊，医药补贴。在过8年里 2014年至2021年 善济共服务了约2,664,802 看诊人次，发出的药帖有5,366,302帖。未来5年 2022年至2026年 看诊人次估计将高达250万人次，发出的药帖估计为480万帖。每帮助1个家庭的1位病患者等于帮助这个家庭全部成员，让他们离苦得乐，创造幸福美满家庭，和谐安乐的社会。我们的服务宗旨是：成为新加坡备受肯定的慈善团体，延续善济为人民服务的精神，建设顶尖的中医治疗与保健中心 倡导健康幸福生活，我们的使命是提升促进中医药的教育，发展并持续参与新加坡慈善及救济工作。善济医社同时让更多的非华族居民了解中医，了解中华文化，宣扬中华文化；大家彼此交流、增进友谊、互相互动、共享资源，共同提升，促进种族和谐，爱国爱民，国家安定，社会繁荣是每个公民应尽的责任。人人都有可以为新加坡的慈善公益事业茁壮发展和为造福社会上的弱势群体努力与献力。"
YMCA of Singapore,Find Your Y: Y Tower Challenge,"conjunction commemoration world alliance ymca ’ 180th anniversary ymca singapore designed challenge local community concurrently attempting set national record longest continuous duration stairs-climbing activity 180 hour straight starting 16 nov – 5am least 10 climber per hour attempt scale ymca one orchard building 9 storey mobilising least 1,800 participants.this fundraising initiative pledge solidarity inclusive climbersthis community projectthis attempt mobilise massesto participate:1 join individual indicate fundraising target 4002 join pair indicate fundraising target 7003 join group 4 indicate fundraising target 1,000 pair group please include name description setting sub-campaign page generate unique url link share loved one community fundraise fundraising page approved ready wa/telegram 8781 7991 receive text templates/collaterals facilitate outreach friend appreciation fundraising effort sponsor come forward attractive prize following ⁃ highest fundraiser individual ⁃ highest fundraiser individual f ⁃ highest fundraiser pair ⁃ highest fundraiser group ⁃ youngest fundraiser⁃ oldest fundraiser⁃ number unique donor sub-campaign page⁃ efficient mobilizer get friend indicate description `` mobilized name ymca find yestablished 1902 ymca singapore seek serve impact member community regardless race language religion programme service enterprise develop body mind spirit range programme service enterprise includes youth programme community engagement partnership international house education enterprise youth programme seek champion challenge train youth special need youth-at-risk youth volunteer leader become independent effective contributor society social development gainful employment volunteerism leadership celebration 40th anniversary building ymca one orchard road november launching `` find '' movement “ find ” challenge participant explore fulfil role society regardless ability background fundraising advocacy raison d'etre ymca singapore traced back 122 year history contributed singapore ’ nation building mobilising good pioneering social innovation"
YMCA of Singapore,Mei Xuan is fundraising for Y Tower Challenge,join mei xuan fundraise tower challengeover course 180 hour 17-24 november ’ climbing stair ymca one orchard road building effort set new singapore book record longest continuous stair-climbing challenge.join fundraising journey reach goal 400 fund raised go towards ymca community service fund sustains vocational training social development programme youth-at-risk youth special needs.will join fundraising effort today
YMCA of Singapore,YMCA,fundraising ymca
YMCA of Singapore,River & Vine Koh,koh family fundraiser yj papa raising money ymca ... r ... j want give money help people r ... j encourage youth special need kor kor jie jie might struggling ... r ... want v want copycat r v two toddler exposed idea good judah zoeleen agreed allow participate relatively low barrier entry way good part record-setting tower challenge please support family embark challenge together team member zoeleen leow leader river kohvine kohjudah koh
YMCA of Singapore,Support Sharon to do good while breaking a record!,overcoming challenge good support summiting ymca one orchard road building 17 24 nov part ymca 's find tower challenge ... atttempt set singapore record longest continuous stair climbing activity across 180hours support youth ymca serf fund raised go towards youth risk youth special need overcomer challenge
YMCA of Singapore,Joel raising funds for the YMCA Tower Challenge,support u attempt break singapore record support youth special need support join ymca contingent climb ymca one orchard 180 hour fund raised find tower challenge serve support youth across multiple service platform ymca support u try break singapore record
YMCA of Singapore,All funds raised go to the support of youth-at-risk and youths with special needs at YMCA. ,'s cool part singapore record longest duration stair climbing activity ... 's even cooler good cause thank donating youth immeasurable worth love ning
YMCA of Singapore,Stephen Tower Challenge - Youth at risk & w Special needs,support ymca contingent take incredible challenge—climbing ymca one orchard non-stop 180 hour set new singapore book record longest continuous stair-climbing challenge.join fundraising journey aim reach goal 400 `` effort part find tower challenge goal break singapore record also raise vital fund directly benefit at-risk youth youth special need served ymca.every step take represents commitment empowering young individual providing opportunity thrive creating brighter future supporting u 're contributing programme service uplift empower individual foster inclusivity build stronger resilient community.together reach new height transform life support mean world us—let 's make step count stephen 's tower challenge
YMCA of Singapore,Inclusivity Through the HeART of Food,joachim youth alumnus ymca vocational soft skill programme vassp collaborating nothing cheeseburger nbcb create 2 burger 1 special seasoning kid ’ menu delectable creation draw inspiration diverse client group ymca serf – youth-at-risk youth special need child ymca education services.this culinary initiative curating mouthwatering dish transformative journey empowers youth collaborative effort aim nurture aspiration youth pave way increased employability.your generous donation hold power create brighter future deserving youth let 's make collective pledge better tomorrow
YMCA of Singapore,YMCA Tower Challenge ~ @chekmyfit,raising fund ymca tower challenge find held 17 24 nov 2024 ymca one orchard building member towerrunning association singapore tasg one participant attempt set singapore record longest continuous stair climbing activity across 180 hour support charity drive 🙏 … fund raised go toward serving youth risk youth special need ymca serf 62yo part support special need youth community… please support kind donation join stair ❤️🤗❤️
YMCA of Singapore,Find Your Y: Inclusive Challenge,inclusive challenge born 2019 innocent ambitious dream shatter glass ceiling often associated special need community goal mount fuji.the journey toward dream without challenge weather condition appropriateness training covid name 4 year making team 10 youth special need finally summitted mount fuji 2023 euphoria aside feat initiated paradigm shift regarding else possible.this year 2024 inclusive challenge back together running hour youth ambassador taking 100km maclehose trail hong kong tougher longer duration distance team training harder.all work advocacy fundraising fund raised inclusive challenge go toward supporting youth special need youth risk served programme ymca singapore.through find series seek reverse narrative traditional beneficiary empowered become fundraiser resource mobilizers champion social cause stand
YMCA of Singapore,JOIN XIN & NING IN A GOOD CAUSE.,xin ning cousin love maybe 's ning 's one typing hope good youth need support life passionate 3 thank supporting u youth
YMCA of Singapore,JOIN ZHUCHENG & NING IN FUNDRAISING FOR A GOOD CAUSE.,hi zhu cheng ning pumped join tower challenge push physical limit fundraise good cause thank supporting u worthwhile journey beyond grateful
YMCA of Singapore,JOIN MOM AND I FOR A GOOD CAUSE.,hi love mother love decided together youth care would like line motivation real action thank part journey u appreciate every donation cause
YMCA of Singapore,Fund raising for Y Tower Challenge,raising fund tower challenge ymca singapore 's tower challenge 16 24 nov. summitting ymca one orchard building 180 hour straight set singapore record longest continuous stair climbing activity support campaign fund raised toward serving youth risk youth special need ymca serf form support appreciated physical mental spiritual monetary
YMCA of Singapore,Help Khim conquer the Y Tower Challenge!,support setting new singapore record longest continuous stair-climbing activity 180 hour fund raised go towards youth-at-risk youth special need ymca serf 3 join effort good help become khim possible contribution greatly appreciated
YMCA of Singapore,Find Your Y: Stronger Together Carnival ,24 november 2024 join u ymca one orchard road transform building vibrant immersive experience celebrating intertwined history ymca singapore.event highlight visit step past old-school carnival brings back nostalgia ymca ’ rich history enjoy fun activity like basketball machine cash grab booth typewriter experience ball pit life-sized jenga much engage inspiring youth today human library discover unique story perspective various youth chapter showcasing grit innovation brilliance define future leaders.y hope tour rooftop art gallery community artist including urban sketcher showcase creative interpretation ymca skyline capturing essence hope aspiration.event detail date 24 november 2024venue ymca one orchard roadguest-of-honour president tharman shanmugaratnamperfect family corporates individual looking day fun community spirit.come part milestone celebration honor past celebrate present look forward hopeful future together
YMCA of Singapore,Khim & Sham for Y Tower Challenge,'ve climbed rock climbed hurdle climbed 's nerve -- support u attempt climb stair good cause donation go youth-at-risk youth special need supported ymca singapore thank support
YMCA of Singapore,"Fund Raising for STEPS to ""Find Your Y for Y Tower Challenge""",take step contributetake step help u `` find '' challenge tower fund-raising campaign part-of ymca 's find tower challenge ymca one orchard road building 17 24 nov 2024 goal set challenge singapore record longest continuous stair climbing activity across 180hours support youth ymca serf fund proceeds use towards youth risk/youths special needs.this funding help contribute empowering various activities/programmes ymca need many step discover potential overcome challenge better self contribution make difference impacting life big small ways.take step contribute thank
YMCA of Singapore,Ren's Tower Challenge - Raising the next generation!,storyjoin fundraising journey aim reach goal 400 `` ymca effort part find tower challenge goal break singapore record also raise vital fund directly benefit at-risk youth youth special need served ymca.every step take represents commitment empowering young individual providing opportunity thrive creating brighter future supporting u 're contributing programme service uplift empower individual foster inclusivity build stronger resilient community.together reach new height transform life support mean world us—let 's make step count
YMCA of Singapore,Support Team Y-Cuts to climb for youths,support u support youth walk life ability find know ymca singapore supporting youth gain employable skill since 1910s 180 year global history 122 year singapore ymca journeyed youth walk life ability find community.you might seen k-cuts met y-cuts team y-cuts team barber well except amos ymca 's vocational soft skill programme vassp hope consider supporting u support youth walk life ability find 3 reason climbing ymca 's tower challenge 1 want stand solidarity youth special need challenge hike 100km maclehose trail hong kong 8-14 november 2024 know conquered mount fuji 2023 2 want break singapore book record longest continuous duration stairs-climbing activity 3 want fundraise ymca 's youth programme others may benefit benefitted meet team y-cuts hs- graduated vassp kimage school hairdressing 2022- working barber holland villagez- graduated vassp kimage school hairdressing 2022- worked barber toa payoh- present z remains employed different industry cut hair freelancerv- currently undergoing barbering vocational training vassp amos- social worker ymca 's vocational soft skill programme- hair cut h z previously- currently awaiting hair model v 's barber training
YMCA of Singapore,Priscilla fundraising for Y Tower Challenge,support ymca contingent take incredible challenge—climbing ymca one orchard non-stop 180 hour effort set new singapore book record longest continuous stair-climbing challenge.every step take help empowering young individual child youth risk special need youth providing opportunity thrive creating brighter future.join support fundraising journey reach goal 400
YMCA of Singapore,For YMCA Tower Challenge,jui hong supporting tower challenge
YMCA of Singapore,Swing for Good: YMCA 24th Charity Golf 2024,"update ymca 24th charity golf return year happening 22 august 2024 national service resort country club changi golf course annual charity golf support ymca-lim kim san volunteer programme aim build sustainable community volunteer deliver community service excellence aim recognise volunteer sacrifice time effort serve needy year launched countless volunteer-driven initiative uplift life need strengthen vulnerable community one notable volunteer-led initiative ymca international service programme volunteer involved community development project focused improving various aspect sustainable development aim empowering le privileged community overseas student leader undergo comprehensive 4-day training prepare challenge opportunity lie ahead gain essential knowledge skill better support service user effectively manage team 2023 507 youth volunteer singapore contributed 34,854 hour serve le privileged communities.funds raised ymca 24th charity golf go towards upskilling volunteer sustain purposeful impactful community service uplift life youth thank support strengthening youth volunteer"
YMCA of Singapore,JOIN JORDAN & NING FOR A GOOD CAUSE.,pumped able fundraise youth ymca reaching grateful thank investing life
YMCA of Singapore,FOR THE YOUTHS WE CARE ABOUT. ,khim ’ work focused youth ning ’ work also focused youth care quite bit thank every dollar put cause go waste gratitude khim ning
YMCA of Singapore,Finding our Y!,sister pretty much everything together part attempt tower challenge fund go youth ymca serf 3
YMCA of Singapore,"JOIN JOEL, KHIM & NING TO RAISE FUNDS FOR YOUTHS IN NEED.",work ymca singapore surround youths… surprise raising fund programme support development thank supporting u 🙏
YMCA of Singapore,JUDAH & NING LOVES OUR YOUTHS. ,want raise fund youth need training curated ymca singapore cherish value every one coming alongside u cause thank 🙏
YMCA of Singapore,ALL 4 THE YOUTHS.,committed well-being holistic enrichment youth ymca singapore serf join judah joel khim ning challenge good ❤️
YMCA of Singapore,"BECAUSE KHIM, JUDAH & NING WANT TO DO GOOD, AND WE NEED YOU. ",grateful chance fundraise good cause even thank putting hard-earned money supporting youth care gratitude judah khim ning
YMCA of Singapore,JOIN JOEL & NING TO DO GOOD. ,’ want talk action… raising fund cause support ❤️ thank supporting u young people serve grateful
YMCA of Singapore,Join Joel & Khim in supporting our youths!,joel khim work youth development help u take passion next level tower challenge
YMCA of Singapore,Do it for the youth!!,judah khim love youth join u effort create opportunity youth ymca serf
YMCA of Singapore,Support Mei Ling's Find Your Y,journeying young peoplefrom time young lot people investing life spoke life encouraged guided corrected challenged till continue receive guidance encouragement mentor privilege young people cross path last 3 decade counting taking tower challenge support cause investing young people young person find life knowing impact would bring community support join team take challenge setting singapore record longest continuous stair climbing activity 180 hour let young people know scaling mountain fund raised go towards ymca programme train challenge champion youth risk youth special need
YMCA of Singapore,Support Ans & special youths Hike 100Km!,inclusive challenge born 2019 innocent ambitious dream shatter glass ceiling often associated special need community goal mount fuji journey toward dream without challenge weather condition appropriateness training covid name 4 year making team 10 youth special need finally summitted mount fuji 2023 euphoria aside feat initiated paradigm shift regarding else possible year 2024 inclusive challenge back together running hour youth ambassador taking 100km maclehose trail hong kong tougher longer duration distance team training harder work advocacy fundraising fund raised inclusive challenge go toward supporting youth special need youth risk served programme ymca singapore find series seek reverse narrative traditional beneficiary empowered become fundraiser resource mobilizers champion social cause stand
YMCA of Singapore,JOIN MEAGAN & NING TO RAISE FUNDS FOR YOUTHS.,cherish supporting u fundraising youth would benefit programme curated ymca singapore every single dollar count grateful 🙏
YMCA of Singapore,Judah for Tower Challenge,raising fund ymca tower challenge support good= attempting ymca singapore 's tower challenge 16 24 nov summit ymca one orchard building attempting set singapore record longest continuous stair climbing activity across 180 hour support endeavor fund raised go toward serving youth risk youth special need ymca serf
YMCA of Singapore,YMCA Charity Movie 2024: Give a Gift to Youth-At-Risk,ymca charity movie make exciting comeback premiering garfield movie partnership sony picture 4-year hiatus due unprecedented challenge posed covid-19 pandemic ymca charity movie back 's bigger better ever set take place 18 may saturday iconic gvmax vivocity event promise evening filled excitement entertainment importantly chance make difference ymca singapore teamed sony picture bring exclusive premiere garfield movie get ready laugh reminisce embark nostalgic journey everyone 's favourite lasagna-loving cat 🐱this event movie 's making impact ymca charity movie proudly support ymca vocational soft skill programme vassp groundbreaking initiative aimed empowering youth-at-risk vassp young individual equipped essential job competency vocational skill paving way brighter future endless possibilities.updatealthough movie premiere date passed charity movie campaign continue accept donation till 14th june.thank support strengthening youth ymca
YMCA of Singapore,"Spark Joy, Spread Love: YMCA Year End Donation Drive",lii secondary school day felt lonely disconnected peer risked becoming out-of-school youth life took turn better found community peer passionate ymca vocational soft skill programme vassp lii embarked vocational training journey therein discovered passion hairdressing today lii accomplished assistant hair salon bigger dream aspires senior hairdresser end 2023 goal secure 2.9 million funding sustain expand vocational social development programme generous donation hold power create brighter future deserving youth.let 's make collective pledge better tomorrow
YMCA of Singapore,JOIN MEAGAN & NING TO DO GOOD. ,meagan ning ’ want talk action… raising fund cause support ❤️ thank supporting u young people serve grateful
YMCA of Singapore,Swing for Good: YMCA 23rd Charity Golf 2023,ymca 23rd charity golf 2023 took centre stage lush green tanah merah country club 28 june 2023 120 golfer corporate sponsor contributed memorable day transcended beyond golf course riding momentum would extending campaign 23 august 2023 please donate generously fund raised go towards ymca-lim kim san volunteer programme aim continue strengthening ymca 's volunteer capacity ability effectiveness may continue uplift life
YMCA of Singapore,YMCA Special Needs Inclusive Challenge,"ymca special need inclusive challenge return year 10 special need ambassador training hard conquer japan 's tallest mountain mt fuji august challenge hope champion special need inclusivity fundraise 250,000 sustain vocational training social development programme empower youth special need appeal generosity advocate youth special need empower become independent contributor inclusive society find fuji.ymca.org.sg. -- -funds raised go ymca community service fund sustains programme youth special need youth-at-risk youth-in-need thank kind support contribution"
YMCA of Singapore,YMCA Giving Gala 2023,"mark calendar night inspiration ymca giving gala 2023 held support youth special need featuring story youth client transformational journey meet yun xuan bubbly cheerleader always look peer yun xuan love spending time fellow special need ambassador work hard train ymca special need inclusive challenge together outside stint special need ambassador take part various sport dragon-boating together fellow ambassador ryan wei kang ek jin yun xuan also hardworking individual – assisting mother second-hand book sale helping logistics assistant teacher private music studio.we invite part transformative journey supporting yun xuan 's endeavor purchasing table 50,000 20,000 10,000 seat 1,000 donation help u rewrite narrative youth serve.proceeds go ymca community service fund support vocational training social development programme youth special need youth-at-risk"
YMCA of Singapore,YMCA x Prestige Partners,prestige partner believe strength unity support ymca ground initiative prestige partner thrilled announce fundraising campaign collaboration ymca fundraising campaign run 18 december.what 's brewing 9 october 9 october 2023 redeem coffee set thoughtfully packed youth special need simple act purchasing ticket 10 each.share experience friend family colleague multiply impact date 9 octobertime 10am 1pmvenue 450 alexandra road 11-04 ue bizhub 119960
APSN Ltd.,Double Up for Good,35-year-old germaine mild intellectual disability syndrome graduated apsn centre adult 2017 securing employment unfortunately covid-19 pandemic struck germaine found facing unemployment recognising need continued support training germaine ’ mother re-enrolled germaine apsn centre adult 2021.during training germaine ’ mood fluctuation often affected work task also easily distracted others became temperamental whenever change routine aid germaine form instructor max liong designed personalised checklist set goal help improve ability focus work well others adapt change routine receptive feedback.through continuous guidance support peer germaine able manage distraction cope well work task better relationship peer support need also provide financial aid financial assistance scheme cover training fee insurance also provide transport meal allowances.germaine ’ mother also noticed significant improvement daughter shared germaine pro-actively take care whenever unwell also attends household chore mother also pleased germaine ’ ability regulate emotion newfound openness sharing daily experiences.your contribution make profound impact life individual like germaine supporting vocational training programme employment support service every dollar help even contribution 2 make difference empowering trainee become active contributor society lead independent fulfilling life double good
APSN Ltd.,Building a Brighter Future,charissa 26-year-old mild intellectual disability joined apsn centre adult 2019 life parent 3-room hdb apartment father sole breadwinner mother full-time homemaker caregiver.in april 2019 charissa ’ father previously employed sale diagnosed end-stage colon cancer treatment required frequent medical visit chemotherapy quickly depleting saving situation worsened covid-19 pandemic charissa ’ father lost job medical bill continued accumulate dire need financial aid family guided supportive instructor sought help allied professional team.to support charissa family provided aid financial assistance scheme covering training fee insurance well transport meal allowance also referred family philanthropic entity grocery daily necessities.beyond financial support equipped charissa essential skill workforce vocational training successfully completed first phase exposure vocational training provides autonomy exposing trainee various job industry specialised vocational training programme bakery continues hone baking skill industry-relevant equipment.with help continue make difference life trainee like charissa make donation today help build brighter future individual special need empowering become active contributor society lead independent fulfilling life
APSN Ltd.,APSN Charity Fashion Gala 2023,zabrina excited apsn charity fashion gala event give opportunity showcase confidence talent creativity gearing shine catwalk model sustainable outfit specially created based inspiration collaboration fashion design student temasek polytechnic however 24 year-old diagnosed mild intellectual disability syndrome always confident cooperative person today.when zabrina first joined apsn centre adult frequent conflict peer unwilling follow work instruction even home constantly argued family member whenever corrected sometimes returned home late without informing caregivers.recognising need improvement form instructor lee see support instructor stepped help zabrina develop social skill lee see also worked zabrina ’ caregiver plan household responsibility zabrina provided advice balance aspect nurture discipline home.with support provided zabrina learnt regulate emotion amicable relationship peer good following instruction enjoys better relationship caregiver hard work zabrina passed exposure vocational training programme milestone waiting transition specialised vocational training programme apsn café all.our beneficiary ’ transformative journey made possible invaluable support donation empowers beneficiary like zabrina work towards becoming active contributor community equipping necessary skill required workforce vocational training realistic on-the-job training employment support service make donation today empower beneficiary lead independent fulfilling life
APSN Ltd.,Achieving Possibilities,"23 year-old felicia mild intellectual disability autism first joined apsn centre adult cfa 2019 needed month adapt routine vocational training frequently threw tantrum acted frustration inappropriate speech behaviour whenever corrected also issue peer like change routine situation personnel jason form instructor worked closely help felicia develop healthy coping skill dealing frustration guidance felicia open instructor advice accept necessary change work routine without distressed.to fulfil dream working kitchen becoming famous chef felicia work hard meet target develop necessary skill transit f b catering specialised programme family support aspiration proud striving towards fulfilling independent life apsn cfa help empower individual mild intellectual disability like felicia become active contributor society equipping necessary skill required workforce vocational training realistic on-the-job training support service generous support help provide trainee necessary support resource develop skill pursue passion achieve goals.about apsnestablished 1976 apsn social service agency provides special education vocational training employment support service individual mild intellectual disability iq 50-70 .benefiting 2,200 beneficiary year currently operate four special education sped school apsn chaoyang school apsn katong school apsn tanglin school apsn delta senior school student age 7 21 apsn student care centre child 7 18 year old apsn centre adult person 18 year older.we adopt holistic approach curriculum comprising academic vocational social skill important open employment lifelong learning apsn seek enable person special need active contributor society committed inspire develop capability partner community build inclusive society.currently apsn care 6,000 beneficiary comprising student trainee alumnus constantly expanding network reach beneficiary understand need better able support"
APSN Ltd.,Pledge Your Duit Raya!,hari raya puasa around corner many u looking forward celebrating occasion family friend make plan festivity consider many others like special need beneficiary may fortunate many u apsn care person mild intellectual disability committed providing vocational training employment support service help achieve goal lead fulfilling life however alone contribution truly make meaningful difference life beneficiary help provide resource education training access healthcare therapy social programme promote independence understand time challenging many amount make greatly appreciated whether one-time donation recurring gift generosity make lasting impact individual serve support envision inclusive society everyone opportunity thrive regardless ability
