CharityName,CampaignTitle,Cleaned_AboutCampaign
Samaritans of Singapore Limited,World Suicide Prevention Day 2024,sometimes reason leave may feel stronger reason live world suicide prevention day jason chua founder beng cook suicide attempt survivor courageously sharing story letter wrote leaving note serf important reminder facing painful moment ’ perfectly okay seek help together light someone ’ darkest moment donation make difference fund raised contribute towards ensuring continue provide free accessible resource support 24/7 helplines educational programme facing crisis anyone might want step forward part help prevent suicide may watch video http //www.youtube.com/embed/ohikfgwjcwo si=x27ysnxp3hgiyyrr
365 Cancer Prevention Society,Are You At Risk,lung cancer one top 3 cancer affecting men woman singapore hence lung cancer screening important provide early detection at-risk individual many family struggling make end meet cost vital screening daunting obstacle 's come 'are risk jointly organised 365 cancer prevention society astrazeneca take active step towards fight lung cancer early detection save life detected early stage proactive screening lung cancer responds better treatment donation make life-changing difference supporting cancer screening program 'll help ensure lower-income family access early detection tool need join u today helping provide access early detection fatty liver disease donation charity eligible 250 tax relief deduction automatically processed provided u nric/fin/uen tax deductible receipt tdr issued donation 30
Care Community Services Society,Charity Golf 2024,"charity golf one pivotal fundraising effort glad bring back year partnership dfi retail group ​ year hope raise total 300,000 support cc ’ programme service cc currently serf 1,000 beneficiary care includes providing community child youth opportunity discover innate potential mentoring programme vulnerable senior meaningful engagement active ageing centre ex-offenders resource support journey re-integration cognitive care older individual risk dementia assistance persons-in-need.​ seek support participation event look forward opportunity host information sign event please contact mr joshua cheong 6950-6584 joshuacheong ccsscares.sg m amy lin 6950-7501 amylin ccsscares.sg ​ partner u make difference life generation come ​"
Happee Hearts Movement Ltd,Journey with IDHealth 2024,journey idhealth 2024 empowering person intellectual disability fund-raising project “ journey idhealth 2024 ” aim empower person intellectual disability pwids providing essential healthcare service caregiver currently support 300 family 600 caregiver offering holistic health psychosocial resource improve well-being continuous referral community partner number set grow unwavering commitment serve primary healthcare provider pwids ensuring well-being even dedicated caregiver face challenge longer around journey alongside individual upholding caregiver ’ hope dream loved one offering comprehensive healthcare solution throughout life fund raised enable u continue serving vulnerable group community fund-raising campaign host annual mass walk event kickstart campaign goal gather 300 passionate walker beyond walk also mini carnival family patient staff volunteer mingle create fond memory together senior parliamentary secretary eric chua serve guest honour lending support crucial cause throughout campaign idhealth team also organising various activity sharing story goal building community thrive journey idhealth 2024 represents coming together individual walk life – without intellectual disability contributing sharing celebrating together striving towards vision dignity grateful tote board supporting campaign matching grant please support u make difference
Guide Dogs Singapore Ltd.,Inspiring Lives Without Sight 2024,"imagine life would like lost significant portion sight making breakfast blurred vision going school work total darkness meeting family friend patch spot view —things utmost importance life 40,000 blind vision impaired individual singapore daily reality isolating scary experience donation power make difference 1 august 31 october invite part fundraising campaign supporting cause directly funding gd 's rehabilitative programme help client adapt vision loss regain independence provide holistic training support help people maintain normal routine much possible living fulfilling life despite vision loss"
Deaf Sports Association (Singapore),THE DEAF SPORTS NEEDS YOU,athlete consistently excelled regional international competition including deaflympics world deaf bowling championship sea deaf game achievement testament dedication talent unwavering support coach staff volunteer however face significant financial challenge maintaining operation ensuring athlete resource need succeed therefore seeking generous financial support cover and/or offset operating cost include 1 athlete training competition preparation funding training camp equipment nutrition sport science support optimize athlete performance 2 training venue rental securing suitable facility athlete train safely effectively 3 hiring professional coach recruiting retaining experienced coach provide expert guidance mentorship athlete 4 expense overseas competition covering travel accommodation competition fee athlete participate regional international event 5 lifetime learning public offering sign language course promote inclusivity bridge communication gap deaf hearing community financial contribution profound impact life athlete enabling pursue dream represent singapore pride inspire others deaf community addition support help u create inclusive society promoting deaf awareness sign language education
Home Nursing Foundation,Support Our Patients & Nurses!,nurse ’ day honour community nurse tireless dedication caring frail patient provide comfort essential healthcare service ensuring every patient receives care need even challenging situation 'd like share touching story mdm letchimi staff nurse sn hazel mdm letchimi 63 struggled immensely husband 's sudden passing three month ago severely impacted mental health also faced health issue including severe leg wound sole caregiver adult son learning disability sn hazel visited mdm letchimi weekly wound care medication treatment recognised mother childhood friend since hazel pillar support tending wound mdm letchimi ’ leg heart join u celebrating supporting community nurse like sn hazel good work done gift qualify 250 tax deduction matched dollar-for-dollar singapore government doubling impact patient enabling nurse continue vital work
Singapore Rowing Association,high performance matching grant,supporting singapore rowing investment nation 's athletic talent international sporting reputation compelling reason support 1 development local talent supporting singapore rowing contribute development local athlete potential compete international level bringing pride recognition singapore 2 inspiration national pride successful athlete serve role model inspiring younger generation pursue sport strive excellence achievement foster national pride unity 3 promotion healthy lifestyle rowing sport promotes physical fitness discipline teamwork supporting rowing initiative encourages people engage healthy rewarding activity 4 enhancing singapore ’ sporting reputation singapore rower achieve success international stage elevate country ’ status global sporting community showcasing nation ’ commitment sporting excellence 5 economic social benefit investment sport lead economic benefit tourism sponsorship event additionally sport program often contribute social cohesion bringing together people diverse background 6 sustainability environment rowing promotes use waterway raise awareness importance preserving natural water body aligning broader environmental sustainability goal supporting singapore rowing helping build legacy athletic achievement national pride community engagement
Singapore University of Technology and Design,Invest in Innovation: Strengthening Singapore’s Engineering Legacy via the EPD Exposure Fund!,unlocking boundless learning opportunity young innovator designing product society ’ unmet need support cause epd exposure fund could broaden student horizon immersing different culture exploring diverse industry gaining hands-on experience go beyond textbook fund encourages student step comfort zone embrace new challenge develop skill crucial personal professional growth whether 's international exchange program expose student different perspective way thinking industry visit provides insight real-world practice competition challenge creativity problem-solving skill learning journey combine academic knowledge practical application epd exposure fund open door student expand learning beyond border help u inspire student learn beyond border supporting epd exposure fund fueling unique transformative educational experience
Make-A-Wish Foundation (S) Ltd,Project Astraea 2024,child critical illness face immense challenge brave young warrior need hope joy unforgettable experience brighten day strengthen spirit project astraea dedicated raising fund make-a-wish foundation organization make dream come true child battling serious medical condition wish granted turning point child 's fight illness provides moment pure joy creates lasting memory inspire strength resilience donating project astraea helping bring magical moment life offering child family much-needed break daily struggle collaborating make-a-wish foundation ensure every dollar raised go directly granting wish generosity transform life bring smile face need proceeds go toward funding wish experience give child family hope happiness together illuminate path remind alone fight join u making wish come true
Food from the Heart,Leave No Child Behind ,donation matched doubled contribution towards campaign amplified tote board 's erf dollar-to-dollar matching fundraising campaign support food heart 's school goodie bag sgb programme partnering school preschool secondary level help underprivileged child ministry education 's financial assistance scheme programme provides child family monthly food support essential item key developmental year monthly school goodie bag consists least 21 nutritious food item comprising rice cooking oil canned food milk egg oat etc valued 65 wider impact sgb programme allow kid brighter moment compete adequately child family peace mind advocate importance helping child level playing field peer key developmental year better chance reaching potential instrumental giving boost advancing social mobility better future believe every child every school experience joy power food help u share hope nourish kid future enrich child sustenance need live fullest life
Action for Aids Singapore,Super human,create equity justice people living vulnerable hiv chronic condition
Oasis Second Chance Animal Shelter Ltd,Double the Love for Street Dogs (Tote Board Matching Grant),continued support crucial ensuring dog receive highest quality care singapore special shelter incredibly important u whether stray navigating busy street dog rescued abuse neglect surrender dedicated sanctuary rescue dedication led establishment oasis second chance animal shelter oscas currently operate six unit sungei tengah providing excellent care working tirelessly find loving home dog however maintaining shelter involves considerable operational cost cost include rent utility staff salary transportation clinic purchase food supplement cleaning supply operational expense 420k 2021 increasing 630k 2022 650k 2023 expect increase 2024 every donation made campaign matched dollar-for-dollar tote board government enhanced fund-raising programme mean every 1 donated 2 used support dog kindly ask generous support encourage share campaign family friend question please email u enquiry oscas.sg
Assisi Hospice,Help the terminally ill live life happily,campaign faced terminal illness easy journey patient family little help donation go long way making journey bit le painful become especially important covid continues impact senior citizen society whole sometimes referred life-limiting illness terminal illness disease ca n't cured expected result someone 's death may caused one illness several condition 's often difficult doctor predict long someone live person diagnosed may day week month year left live could depend diagnosis treatment available patient need proper care period thank much
aLife Ltd,aLife 2024 Charity Dinner,"alife holding charity dinner copthorne king ’ hotel singapore saturday 9 november 2024 hope raise least 250,000 event alife eligible apply tote board enhanced fund-raising programme every dollar donated matched dollar dollar doubling impact donation also eligible 250 tax deduction partner u sponsoring table package starting 5,000 making outright cash donation 250 tax deduction eligible provided tax reference number e.g nric/fin/uen"
Singapore Children's Society,Notable Hobbies for Bitesize  Philanthropy III,notable hobby bring bitesize philanthropy closer lifestyle merging hobby e.g air badminton dancesports connection all-in-one participant badminton nature bin 1st notable hobby donate nominal amount trial session enjoy one next three 3 available session charitable cause act impetus active lifestyle charity dinner also organized 1st donation 10 international participant donated individually `` singapore association mental health '' since apr 2021 followed one concerted campaign organization post-covid pandemic campaign focus future child proposed campaign 3rd campaign 2nd one `` singapore child ’ society '' sgd630 raised latest campaign going forward plan double effort extend dancesports volunteer like
Willing Hearts CLG Ltd,Appeal for Donations to Install Lifts,dear friend supporter willing heart reaching seek generous support initiative install two lift 4-storey block project crucial ensuring individual including wheelchair user mobility issue equal access facility program planned activity program primarily located upper floor block without proper accessibility many people unable benefit valuable service offer program encompass wide range activity related elderly health mental health recreation training facility need health program • dental clinic • healing service • exercise session • dietary instruction mental health recreation program • sewing session • game room • karaoke singing • recording studio • dance studio training facility • cutlery school • computer lab • hair training salon additionally kidney dialysis center also pipeline emphasizing need accessible facility installing lift ensure everyone regardless mobility issue participate fully program foster greater inclusivity enable efficient use premise allowing u serve community better however installation two lift represents significant financial undertaking therefore appealing public support donation matter amount lasting impact life many individual sincerely look forward participation generosity help u create inclusive supportive environment everyone thank kind support management willing heart clg ltd
Singapore University of Technology and Design,Chong Tow Chong - SUTD Scholarship (Staff),14 long year dedication service singapore university technology design sutd professor chong tow chong stepping position president 2010 university ’ founding provost developing curriculum preparing university operation 2018 became president providing strategic guidance develop university honour professor chong ’ legacy sutd ensure spirit excellence continues embodied within sutd community establishing chong tow chong – sutd scholarship scholarship support development brilliant student excel academic non-academic sphere invite contribute towards fund sutd continue nurture student fullest potential enable make positive impact world society every contribution made significant – investment singapore ’ future smart nation join u nurture singapore ’ next generation design x tech leader
Singapore University of Technology and Design,Chong Tow Chong - SUTD Scholarship (Alumni),14 long year dedication service singapore university technology design sutd professor chong tow chong stepping position president 2010 university ’ founding provost developing curriculum preparing university operation 2018 became president providing strategic guidance develop university honour professor chong ’ legacy sutd ensure spirit excellence continues embodied within sutd community establishing chong tow chong – sutd scholarship scholarship support development brilliant student excel academic non-academic sphere invite contribute towards fund sutd continue nurture student fullest potential enable make positive impact world society every contribution made significant – investment singapore ’ future smart nation join u nurture singapore ’ next generation design x tech leader
Singapore University of Technology and Design,Chong Tow Chong - SUTD Scholarship (Students),14 long year dedication service singapore university technology design sutd professor chong tow chong stepping position president 2010 university ’ founding provost developing curriculum preparing university operation 2018 became president providing strategic guidance develop university honour professor chong ’ legacy sutd ensure spirit excellence continues embodied within sutd community establishing chong tow chong – sutd scholarship scholarship support development brilliant student excel academic non-academic sphere invite contribute towards fund sutd continue nurture student fullest potential enable make positive impact world society every contribution made significant – investment singapore ’ future smart nation join u nurture singapore ’ next generation design x tech leader
The Straits Times School Pocket Money Fund,"Plant a seed, fuel a new generation ",would like money greatest amount good possible
SHINE Children and Youth Services,"Supporting Children, Youth and Families ( CSW @ Bukit Merah)",embark transformative journey shine community social work campaign aligned shine 's ongoing commitment community welfare program designed address critical challenge faced low-income family specific subzones objective enhance mental emotional physical well-being tackle education inequality support child youth famlies stabilize employment encourage social mixing boost parental involvement broaden cultural capital perspective join u make meaningful impact life child youth creating thriving community
Children-At-Risk Empowerment Association (CARE Singapore),Safe4Now - End suicides NOW,dun let leave world regret let 's keep safe4now every life precious especially yet savor time earth care employ data driven approach identifying young person self harm ideation thought squashed even take form let 's regret inaction take charge make difference making sure someone life
Children-At-Risk Empowerment Association (CARE Singapore),Help. Be my listening ear,never underestimate power someone listens care run helpline hear4u volunteer staff dedicated helping provide emotional support help u keep line running need listening ear
Children-At-Risk Empowerment Association (CARE Singapore),Love and Music heals.. SMU SAMBA Masala Helps CARE,samba masala collaborating care singapore bring samba streetz 2024 ’ gon na hitting street singapore ’ performing raise money charity care singapore ’ programme help vulnerable youth risk find hope success promote mental wellness join u summer hit street singapore ’ performing 8 piece repertoire raise money care donation proceeds go towards helping care cover operating cost programme may continue helping young people like u -- 27 july 2024 front cineleisure 4 august 2024 along mist walk campaign open till end dec please support
Singapore Red Cross Society,Be Our Champion for Humanity 2024,singapore red cross mark 75th year serving humanity work providing assistance support within community – isolated elderly person severe disability families-in-need remains core finding joy golden year 92 year old mdm ang chio tee overcome lifetime challenge remarkable resilience mdm ang never opportunity go school difficulty reading writing compelled get married young age 18 eventually four child unwillingly abandon marital home two four child eke living seamstress child got older juggle two job working day night maintain livelihood today life son flat often find feeling lonely work precious gift friendship mdm ang chanced upon singapore red cross ’ src elderaid programme src team member happened vicinity since volunteer visiting regularly weekday bringing joy precious gift friendship mdm linda lum community befriender elderaid programme one volunteer would often visit mdm ang ensure listening ear shoulder lean mdm lum would also frequently accompanied younger volunteer red cross youth `` mdm ang enjoyed visit happy befriend student forged good rapport mdm ang taught make lunar new year honeycomb cooking frying dough '' said mdm lum gift go long way power change life champion humanity today
Singapore Red Cross Society,Singapore Red Cross 75th Anniversary Benefit Gala 2024,"past 75 year singapore red cross src served singapore beyond shore one mission relieving human suffering protecting life dignity responding emergency commemorate milestone year organising singapore red cross 75th anniversary benefit gala 2nd november saturday shangri-la singapore island ballroom please join u meaningful event making donation reserving table 10 guest 20,000 10,000 6,000 outright donation please indicate desired amount others fund raised go towards uplifting vulnerable community singapore programme supporting person severe disability families-in-need isolated elderly contribution transform life vulnerable community information please email event redcross.sg"
Public Free Clinic Society,Do a meritorious deed today!,practice giving wealth teaching fearlessness enable one receive wealth wisdom health longevity donation public free clinic able provide quality tcm healthcare service poor sick aged regardless race religion every dollar donate enable part commendable effort join helping community making charitable contribution today thank kind donation may blessed good fortune generosity compassion
Lions Befrienders Service Association,Home Personal Care Plus,caregiving senior long journey lion befrienders service association honoured among one chosen social service agency pioneering home personal care plus program initiative dedicated delaying preventing nursing home admission enhancing care continuity reducing fragmentation senior caregiver customize individualise care every single senior serve allowing senior age place respect dignity love donation crucial ensuring senior receive personalized care deserve also allows loved one caregiver journey longer every contribution make aid delivering comprehensive consolidated location-based personal care service empowering senior thrive within community join u supporting senior home personal care service thank kindness generosity
Make-A-Wish Foundation (S) Ltd,Team Sueno,group secondary 3 student nan chiau high school partnering make-a-wish singapore raise fund beneficiary fund go directly making wish child 's wish come true detail follow u instagram account nchs_team.sueno
Bethesda Care Services," BAW2024 | Breaking Barriers, Building Bridges (Dollar-matching)",face challenge barrier far profound rooted early-life trauma crisis home breeding lingering sense hopelessness bethesda care service 're committed tearing barrier building bridge brighter future work tirelessly reach need transform life offering hope support 's needed join u mission break barrier build lasting bridge together make difference break barrier build bridge make difference service family service welfare aid disbursement financial counselling bursary help disadvantaged family break poverty cycle elderly service meals-on-wheels service medical escort service active ageing programme help senior live healthy fulfilled life bcs college east equipping leadership development programme help ite student develop self-confidence resilience positive value succeed post-graduate year youthspace reaching youth community east service learning opportunity mentoring specialised dance programme nurture support youth mental emotional well-being sunshine club – affordable student care centre student aged 7 14 year regardless socio-economic family background
Asia Pacific Hospice Palliative Care Network (APHN),"Project Paddy - Your Gift, Their Future",project paddy asia pacific hospice palliative care network aphn initiative support like-minded corporates individual launching fundraising journey fund raised provide aphn resource running charity singapore provide free educational resource scholarship palliative care worker ensuring equitable access patient care donation remarkable impact fund raised 31 mar 2025 receive dollar-for-dollar matching enhanced tote board fund contribution go twice far making difference life need join u empowering hospice palliative care together provide comfort support dignity family facing challenging time start campaign donate today part project paddy movement
Bethesda CARE Centre,Help Disadvantaged Children and Youth,lively child jolin became withdrawn father ’ passing school grade also started decline failed three four subject social welfare group jolin ’ mother stella introduced bcare ’ tuition programme promptly enrolled jolin jolin found class enjoyable tutor approachable “ told bcare ’ lesson fun ’ feel sleepy. ” stella shared jolin ’ result released year elated scored band 2 three subject even received academic excellence award school result greatly motivated jolin promised mum would study even harder growing year precious pivotal shaping child 's life support child youth family building strong foundation promising future besides tuition also run programme milk powder diaper assistance reading programme contribute fostering community brings hope child family like jolin stella giving also multiplied tote board matching donation enhanced fund-raising programme thank giving generously
Bethesda CARE Centre,End Loneliness for Persons with Mental Health Conditions,witnessing younger sister intellectual disability schizophrenia live isolated life mei cheng felt heartbroken “ perhaps home long period time caused feel lonely resulting keeping becoming overly sensitive. ” one medical appointment doctor recommended mee choo join bcare 's fame club initially hesitant mee choo slowly opened staff friend made programme “ kindness love patience staff paved way sister take first step fame club ” said mei cheng seen belonging community improved mee choo 's mood overall well-being “ sister smile ” mei cheng shared “ hears fame club outing joy feel indescribable. ” friendship mind enrichment fame club seek reintegrate person mental health condition community safe assured manner conducted group setting provide life skill training meaningful engagement member contribute fostering community brings hope individual like mee choo family giving also multiplied tote board matching donation enhanced fund-raising programme thank giving generously
DYSLEXIA ASSOCIATION OF SINGAPORE,Chua Chu Kang LC: E-Pledge Card 2024,celebration world dyslexia awareness week da launching e-pledge card 2024 part many effort continuously raise fund student dyslexia learning difference low-income family access specialised intervention need deserve da appeal parent educator general public 12 learning centre singapore come together raise fund continue help student need
SOSD,Remembering AMBO - SG Fundraiser 1 - Save Our Street Dogs ,"loving memory dear friend ambarish bardhan ray enormous love dog cat approved dollar-for-dollar matching grant tote board thank support work year donation able continue caring 60 dog shelter animal lodge 30 dog fosterers 100 dog shelter jurong island even stray still roaming taken old sick injured dog puppy rescue depending condition initial visit vet could easily set u back 1,000 're ill need warded vet bill climb steadily passing day spend vet proper care treatment please donate continue help dog need thank"
Fei Yue Community Services,Shining Brighter Everyday,`` shining brighter everyday '' fundraising campaign fei yue community service serf support various group community including child family individual vulnerable need multiple reason factor people serve work together limited ability protect advocate wellbeing fundraiser “ shining brighter everyday ” hope fundraise multiple effort various department complement existing work fei yue community service fundraiser hope support need beneficiary biological psychological social spiritual need join u making difference support transforms life turning struggle strength challenge opportunity
Community Chest,Standard Chartered Singapore Marathon 2024 x Futuremakers Ekiden Challenge,run futuremakers standard chartered global youth economic empowerment initiative support young people community learn earn grow would like run good cause ’ information need get started run standard chartered singapore marathon scsm futuremakers ekiden race back year ’ scsm adding new layer excitement teamwork ekiden race team five runner take turn complete section marathon course passing sash next runner designated transition point support community standard chartered rallying 100 corporate team first-come-first-served basis join ekiden race 1 december raise fund futuremakers standard chartered run futuremakers standard chartered lot great reason run give greater sense purpose work training fundraise good cause standard chartered everyone deserves opportunity realise potential futuremakers empowers young woman need gain skill sustainable employment support entrepreneur building thriving microbusinesses donation channelled community chest support futuremakers programme championing every potential singapore together lift participation promote greater economic inclusion next generation
Operation Hope Foundation,Sponsor a child,know million child around world live poverty often lack access basic necessity food water shelter education child sponsorship way make real difference life child need sponsoring child provide resource need thrive including access education healthcare essential service sponsorship also help break cycle poverty create brighter future child family makehopereal childsponsorship
Children's Cancer Foundation,Providing Financial Assistance For Families And Children Impacted By Childhood Cancer,"emotional toll childhood cancer immeasurable hidden beneath surface crushing financial burden family bear child fall ill family confronted fear uncertainty diagnosis also harsh reality financial strain many parent forced make distressing decision leave job resulting loss income added stress tender age 1 hayden beneficiary child 's cancer foundation ccf diagnosed acute lymphoblastic leukaemia since november 2022 bravely undergoing chemotherapy treatment hayden family received invaluable support ccf throughout challenging period financial assistance ccf provided helped ease burden increased expense related hayden 's treatment covering essential food upkeep transportation hospital generous donation make profound difference family like hayden 's contributing help ease financial burden provide mean navigate daily challenge caring sick child 2023 ccf supported 159 child family total 557,289 year hope raise 1,000,000 support another 200 child family 2024/2025 join u making lasting impact bring hope relief need"
Children's Cancer Foundation,Support Children with Cancer in their Educational Journey!,child diagnosed cancer education often take backseat urgent medical need interruption cause significant academic setback lead social isolation emotional distress loss routine connection peer devastating illness many child continue study without support may fall behind peer sean childhood cancer survivor diagnosed acute lymphoblastic leukaemia age 12 primary school leaving examination psle year take gap year due medical treatment fortunately sean able catch study attending place academic learning support pal child 's cancer foundation ccf remission phase pal facilitates academic learning infection-controlled environment child cancer unable attend community school sean 's determination support dedicated teacher pal led remarkable achievement scored impressive psle score recognized student leader secondary school sean pursuing dream taking information communication technology course singapore polytechnic crucial part transformative journey donation empower child impacted childhood cancer giving resource support need build promising future family together ensure every child regardless health status chance learn grow envision future full possibility donate today make lasting impact life child like sean
NTUC - U Care Fund,NTUC-U Care Fund: Every Partnership Counts,ntuc-u care fund established 2009 consolidate labour movement ’ fundraising effort aimed improving welfare low-income union member family alleviating financial burden targeted assistance program provide crucial support lower-income union member facing financial hardship every dollar raised ntuc-u care fund directly contributes effort key initiative elderly care supporting eldercare trust enhance well-being senior member assistance providing financial aid help member manage living expense time need community engagement actively engaging stakeholder outreach program activity youth empowerment supporting child youth excel creating opportunity level playing field learn ntuc-u care fund 's assistance programme visit http //ucare.ntuc.org.sg/assistance/ let 's work together create brighter tomorrow every partnership count
DYSLEXIA ASSOCIATION OF SINGAPORE,Jurong Point LC: E-Pledge Card 2024,celebration world dyslexia awareness week da launching e-pledge card 2024 part many effort continuously raise fund student dyslexia learning difference low-income family access specialised intervention need deserve da appeal parent educator general public 12 learning centre singapore come together raise fund continue help student need
Rare Disorders Society (Singapore),Costello Medical Fundraising,costello medical excited fundraise support rare disorder society singapore rdss recognize importance rdss ’ work dedicated raising fund increasing awareness rdss beneficiary please support u journey rdss bring hope beneficiary family navigating journey rare disorder support u worthy cause today behalf family beneficiary thank advance heartfelt support
DYSLEXIA ASSOCIATION OF SINGAPORE,Woodlands LC: E-Pledge Card 2024,celebration world dyslexia awareness week da launching e-pledge card 2024 part many effort continuously raise fund student dyslexia learning difference low-income family access specialised intervention need deserve da appeal parent educator general public 12 learning centre singapore come together raise fund continue help student need
DYSLEXIA ASSOCIATION OF SINGAPORE,Henderson LC: E-Pledge Card 2024,celebration world dyslexia awareness week da launching e-pledge 2024 part many effort continuously raise fund student dyslexia learning difference low-income family access specialised intervention need deserve da appeal parent educator general public 12 learning centre singapore come together raise fund continue help student need
DYSLEXIA ASSOCIATION OF SINGAPORE,E-Pledge Card 2024: World Dyslexia Awareness Week,celebration world dyslexia awareness week da launching e-pledge card 2024 part many effort continuously raise fund student dyslexia learning difference low-income family access specialised intervention need deserve da appeal parent educator general public 12 learning centre singapore come together raise fund continue help student need
Pro Bono SG,Just Jalan 2025,jalan pro bono sg ’ fundraising walkathon aim pave path justice making accessible next walk set 8 february 2025 kicking ocbc square singapore sport hub fund raised jalan propel momentum pro bono sg 's impactful programme service core programme criminal legal aid scheme clas family justice support scheme fjss stand beacon hope providing vital legal support need supporting migrant worker often eligible national legal aid scheme another important aspect case migrant domestic worker su su mar justice served suffering tragic incident severed four finger dominant hand su su mar referred pro bono sg volunteer lawyer helped negotiate fair settlement important initiative pro bono sg include community law centre hougang woodland well legal clinic every cdc various partner bringing help closer community legal awareness webinars event help general public understand right empower legal knowledge supporting youth scholarship well educating right obligation support u fight justice need like su su mar many make donation today save date join u fundraising walk 8 february 2025 registration open october 2024 already register interest join http //www.probono.sg/2024/08/01/just-jalan-2025/ follow u instagram facebook linkedin subscribe channel youtube learn work impact bring community donation qualify 250 tax deduction matched dollar-for-dollar tote board subject cap
DYSLEXIA ASSOCIATION OF SINGAPORE,Yishun LC: E-Pledge Card 2024,celebration world dyslexia awareness week da launching e-pledge card 2024 part many effort continuously raise fund student dyslexia learning difference low-income family access specialised intervention need deserve da appeal parent educator general public 12 learning centre singapore come together raise fund continue help student need
DYSLEXIA ASSOCIATION OF SINGAPORE,Toa Payoh LC: E-Pledge Card 2024,celebration world dyslexia awareness week da launching e-pledge card 2024 part many effort continuously raise fund student dyslexia learning difference low-income family access specialised intervention need deserve da appeal parent educator general public 12 learning centre singapore come together raise fund continue help student need
DYSLEXIA ASSOCIATION OF SINGAPORE,Tampines LC: E-Pledge Card 2024,celebration world dyslexia awareness week da launching e-pledge card 2024 part many effort continuously raise fund student dyslexia learning difference low-income family access specialised intervention need deserve da appeal parent educator general public 12 learning centre singapore come together raise fund continue help student need
DYSLEXIA ASSOCIATION OF SINGAPORE,Bishan LC: E-Pledge Card 2024,celebration world dyslexia awareness week da launching e-pledge card 2024 part many effort continuously raise fund student dyslexia learning difference low-income family access specialised intervention need deserve da appeal parent educator general public 12 learning centre singapore come together raise fund continue help student need
DYSLEXIA ASSOCIATION OF SINGAPORE,Parkway Parade LC: E-Pledge Card 2024,celebration world dyslexia awareness week da launching e-pledge card 2024 part many effort continuously raise fund student dyslexia learning difference low-income family access specialised intervention need deserve da appeal parent educator general public 12 learning centre singapore come together raise fund continue help student need
DYSLEXIA ASSOCIATION OF SINGAPORE,Serangoon LC: E-Pledge Card 2024,celebration world dyslexia awareness week da launching e-pledge card 2024 part many effort continuously raise fund student dyslexia learning difference low-income family access specialised intervention need deserve da appeal parent educator general public 12 learning centre singapore come together raise fund continue help student need
DYSLEXIA ASSOCIATION OF SINGAPORE,Bedok LC: E-Pledge Card 2024,celebration world dyslexia awareness week da launching e-pledge card 2024 part many effort continuously raise fund student dyslexia learning difference low-income family access specialised intervention need deserve da appeal parent educator general public 12 learning centre singapore come together raise fund continue help student need
DYSLEXIA ASSOCIATION OF SINGAPORE,Sengkang LC: E-Pledge Card 2024,celebration world dyslexia awareness week da launching e-pledge card 2024 part many effort continuously raise fund student dyslexia learning difference low-income family access specialised intervention need deserve da appeal parent educator general public 12 learning centre singapore come together raise fund continue help student need
The Ireland Funds Singapore,Sense of Ireland 2024 ,young leader global 5k run young leader global 5k run next event year-long sense ireland all-inclusive event welcome run walk cycle support spectate sat 12 october date saturday 12th october 2024 time 6.45 7am 7.30am run start location east coast park meeting car park b1 ticket price free optional donation year young leader raising fund awareness caringsg global 5k supporting caregiver child special need person disability eligible donation 50 entitled 250 tax-deductible receipt
Breast Cancer Foundation,Project Haircatchers ,founded 2017 project haircatchers aim provide support cancer patient collection hair donation well financial contribution creation wig mission includes encouraging student donate haircatchers aid wig production raising awareness challenge faced cancer patient throughout journey carnival social medium
Singapore Christian Home,Feeding Hope: Help Us Nourish Singapore Christian Home (SCH),past 10 year hercar sg proud supporter singapore christian home sch providing monthly rice donation sch vital lifeline vulnerable individual family community offering essential service support however rising food essential item cost sch need help ever 's 're launching fundraising campaign giving.sg generous contribution go directly towards purchasing daily necessity sch 's resident beneficiary includes nutritious meal rice vegetable protein source food item ensure healthy diet essential item diaper adult hygiene product cleaning supply basic need daily living together ensure sch resident access essential need live dignity comfort please donate generously today giving.sg
Metta Welfare Association,Fund Raising for Metta Day Rehabilitation Centre to Help the Elderly,reaching incredible opportunity make profound impact life beloved senior metta day rehabilitation centre elderly embarking crucial fundraising campaign humbly request support help u continue vital work providing care comfort companionship elderly community metta day rehabilitation centre elderly love compassion dedicated enriching life senior citizen devoted team caregiver volunteer provides nurturing environment foster physical emotional social well-being ensuring elderly population life golden year dignity joy reason donation metta day rehabilitation centre elderly matter 1 enhancing quality life contribution directly help u create program service enhance quality life elderly resident engaging recreational activity therapeutic exercise strive provide holistic approach promotes physical vitality mental stimulation emotional well-being 2 fostering companionship loneliness isolation prevalent challenge faced many elderly individual often leading decline physical mental health generous donation organize social event outing regular interaction session foster companionship combat sense isolation
FootballPlus Ltd,Digital Fundraising 24-25,donation received matched 1-for-1 enhanced fundraising grant champion programme fully-sponsored holistic value-based football programme disadvantaged child 6 14 year old aim address gap faced young people disadvantaged background facilitating ecosystem support structure life ensuring maximum support provided young people develop champion sport life champion participate study session followed football training 4 time week also take part football competition led team dedicated coach mentor player performance matrix help u monitor evaluate impact player life effective impacting football foundation future every player fundraising project aimed raising fund footballplus operation programme cost 2025 1 fully sponsor 45 player disadvantaged home one-year champion programme 2 subsidise cost football training 70 player low-income home thank considering footballplus partner u making impact life young player today
The New Charis Mission,Support the Disenfranchised,donation received 13 jul 2024 31 mar 2025 channelled fundraising campaign `` support disenfranchised '' unless otherwise specified donation new chari mission entitled 250 tax deduction
