"CampaignId","CampaignTitle","CharityName","AboutCampaign","AboutCharity"
"3040132","OWS for CAS","Children's Aid Society","Children's Aid Society (CAS)'s 50-year-old premises at Clementi Road, which has reached its limit of physical repurposing, is no longer safe for their children and youths to stay in.  As such, CAS will be rebuilding their premise at Clementi Road to transform it into Melrose Village!  Melrose Village will bring integrated residential care and therapeutic services all under one roof, and feature a smaller group home-like setting, facilities like music, sports and recreation to nurture the children and youths' holistic development, conducive spaces for family visitations, counselling and therapy services, as well as hostel facilities for graduating youths to transit to independent living.  All donations from the OWS will go towards CAS' goal of rebuilding their premises at Clementi Road to transform it into Melrose Village!  This year, a group of swimmers will look to swim up to 10000m in the sea, to help raise funds for CAS Melrose Village in the waters off Sentosa!  10km (or 10,000m) in the sea will be a challenge for many of us and we seek your support as we embark on this swim on 10th Nov 2024! We are aiming to hit at least $10,000, $1 for each metre we will be swimming! Every bit counts and we hope our efforts can inspire your support for the children!  Donating is really simple and secure. The money will directly go to Children's Aid Society. Thank you for your support!","Established in 1902, CAS is amongst Singapore's oldest secular philanthropic organisations. Through our two services, Melrose Home and Melrose Care, we provide residential care and specialised therapies to support children and youths who have experienced adverse life circumstances such as abuse or neglect.  Our services seek to mitigate the impact of these circumstances so that the children and youths have better outcomes in terms of mental health, educational attainment and can engage in healthy relationships with peers."
"3061375","Empower The Fight Against Breast Cancer","Singapore Cancer Society","Breast cancer remained the most common cancer among Singapore women in the past 50 years (National Registry of Diseases Office 2024).      Breast cancer has been linked to several risk factors including age, family history of breast cancer, smoking, high-fat diet and obesity. The earlier breast cancer is diagnosed, the better the chances for successful treatment. As early breast cancer usually does not present with any symptoms, screening is therefore important.   According to the Health Promotion Board's National Population Health Survey 2023, only 34.7%* of Singaporean women aged 50 to 69 have had a screening mammogram over the past two years. This is a drop compared to the survey done in 2019. More needs to be done to encourage women to attend mammogram as Early Detection Saves Lives.   As part of our efforts to improve breast cancer screening rate and reduce the possible complications associated with late diagnosis, Singapore Cancer Society Clinic @ Bishan provides all year-round mammogram to eligible women from low-income families at no cost.   Cancer never sleeps and the fight is ongoing. Your generous donation will help to encourage mammogram take up and lessen the impact of cancer in our community in the future.  *Source: National Population Health Survey (NPHS) 2023","Minimising Cancer and Maximising Lives since 1964, the Singapore Cancer Society (SCS) is a self-funded Social Service Agency which provides an integrated continuum of care from cancer control and prevention to patient support services, survivorship and palliative care. SCS’ key programmes & services include cancer screening programmes, public education, financial and welfare services, psychosocial support, survivorship, rehabilitation programmes and hospice care.  SCS attained the coveted Charity Governance Award (CGA) and Charity Transparency Award (CTA) 2023 for upholding high governance and transparency standards.  As the Society forges ahead in 2024, it commemorates its 60th anniversary of improving the lives of Singaporeans and the cancer community. Specially curated programmes continuously reinforce SCS’ four key strategic thrusts: -	To reduce the incidence of cancer -	To increase the survival rates -	To improve the quality of life of cancer patients and survivors -	To rally the community to take proactive action and join the fight against cancer  For more information, please visit www.singaporecancersociety.org.sg  "
"2825149","Donations to CHWSS AMS","Cheng Hong Welfare Service Society","In 2012, Cheng Hong Welfare Service Society (CHWSS) started the Afterlife Memorial Service (AMS) that provides pro bono funeral and bereavement services to seniors who have no dependents and/or are from low income backgrounds  The main group of beneficiaries that CHWSS serves are single seniors living on their own. Many of them are without family and are of low income background. We provide care and support for this group of needy individuals in several ways to empower them to lead a healthy and active lifestyle as well as to pass on with a peaceful mind.  Your donation will go towards supporting all Cheng Hong Welfare Service Society programmes and services. Thank you.","Cheng Hong Welfare Service Society (CHWSS) provides free Traditional Chinese Medicine consultations and treatments to the public, as well as pro bono Afterlife Memorial Service to the needy elderly in our community - regardless of race or religion. As our number of beneficiaries increases over the years, the operations and support costs for these services have also increased correspondingly.  As CHWSS is not a government-funded organisation, we get our funding entirely through the general public and our long-term supporters. Hence, the availability of public funding is key to financing our charitable causes, as we extend our services to more needy in our society.  To find out more about CHWSS, please visit www.chenghongwelfare.org."
"3051973","Maya Melvin Mani - SOFS 2024","SINGAPORE NATIONAL STROKE ASSOCIATION","We hear of midlife crisis, not this though.  The massive ICH stroke broke us literally.   It was true devastation, and still an uncertain journey for a young stroke survivor and a clumsy caregiver who initially knows very little about stroke except to spell the word.  Along the recovery years and still striding *Rawr!* .. We made some really good friends! Many friendly smiles *Thank You!* :), and unwittingly some bad experiences *vomit*. Yup, that’s life~  Living is beautiful. Nice to meet you! Thank you for your tender loving care, and friendship. Means so much to us.  We are grateful and blessed.  To our speech therapists, PTs, OTs, 医师s, doctors, alternative therapists, bed-mates, stroke buddies and volunteers from SNSA, Alita Initiative, my YH, etc etc etc etc etc etc!  Thank You for your support, to an organization that makes a social difference in us. With your generous grace for Stepping Out For Stroke, we will make a meaningful difference to those who unfortunately walk our path, and struggling to find life within living.","Singapore National Stroke Association (SNSA) is a non-profit organization and national support group for stroke survivors and caregivers. Founded in 1996 by stroke survivors and caregivers, with guidance from doctors and health professionals, SNSA organizes free programmes, events, and activities to support holistic rehabilitation. Our initiatives provide stroke survivors and caregivers with relevant knowledge and a sense of solidarity, demonstrating that there is life after stroke. Additionally, we engage and educate the public on stroke prevention, risks, consequences, and rehabilitation.  SNSA strives to offer an avenue of help, support, and information to stroke survivors and caregivers in their hour of need. We also aim to raise and promote public awareness and education about stroke.  SNSA champions the rights of stroke survivors and their caregivers, serving as their voice and advocate."
"3022358","Team Experia 2","Community Chest","Run for Futuremakers by Standard Chartered, a global youth economic empowerment initiative, to support young people in our communities to learn, earn and grow. If you would like to run for a good cause, here’s all the information you need to get started.   How to run the Standard Chartered Singapore Marathon (SCSM) for Futuremakers?   The Ekiden Race is back at this year’s SCSM, adding a new layer of excitement and teamwork. In the Ekiden Race, teams of five runners will take turns to complete sections of the marathon course, passing a sash to the next runner at designated transition points.  In support of the community, Standard Chartered is rallying 100 corporate teams, on a first-come-first-served basis to join the Ekiden race on 1 December to raise funds for Futuremakers by Standard Chartered.  Why run for Futuremakers by Standard Chartered?  There are a lot of great reasons to run. Give yourself a greater sense of purpose as you work through your training and fundraise for a good cause.   At Standard Chartered, everyone deserves the opportunity to realise their potential. Futuremakers empowers young women in need to gain skills and sustainable employment, and supports entrepreneurs in building thriving microbusinesses. Your donation will be channelled through Community Chest, to support Futuremakers programmes in championing every potential in Singapore.  Together, we can lift participation and promote greater economic inclusion for our next generations.  Runners: TJ, Billy, Shuwen, Germaine, Si Min","Community Chest is the philanthropy and engagement arm of the National Council of Social Service (NCSS), which is the national co-ordinating body for social service agencies in Singapore.   As the hallmark of care and share, Community Chest aims to raise funds and engage the community so that social service agencies can focus on developing and delivering quality solutions and empowering the lives of those in need. Since 1983, Community Chest has been serving and in partnership with the people, public and private sectors to create a collaborative and impactful social service ecosystem for 40 years.   100% of your donations go towards helping the service users, as our fundraising and operating costs are covered mainly by Tote Board. Community Chest supports over 200 critical social service programmes empowering the lives of those in need, including children with special needs and youth-at-risk, adults with disabilities, persons with mental health conditions, and seniors and families in need of support."
"3022334","Team Experia","Community Chest","Run for Futuremakers by Standard Chartered, a global youth economic empowerment initiative, to support young people in our communities to learn, earn and grow. If you would like to run for a good cause, here’s all the information you need to get started.   How to run the Standard Chartered Singapore Marathon (SCSM) for Futuremakers?   The Ekiden Race is back at this year’s SCSM, adding a new layer of excitement and teamwork. In the Ekiden Race, teams of five runners will take turns to complete sections of the marathon course, passing a sash to the next runner at designated transition points.  In support of the community, Standard Chartered is rallying 100 corporate teams, on a first-come-first-served basis to join the Ekiden race on 1 December to raise funds for Futuremakers by Standard Chartered.  Why run for Futuremakers by Standard Chartered?  There are a lot of great reasons to run. Give yourself a greater sense of purpose as you work through your training and fundraise for a good cause.   At Standard Chartered, everyone deserves the opportunity to realise their potential. Futuremakers empowers young women in need to gain skills and sustainable employment, and supports entrepreneurs in building thriving microbusinesses. Your donation will be channelled through Community Chest, to support Futuremakers programmes in championing every potential in Singapore.  Together, we can lift participation and promote greater economic inclusion for our next generations.  Runners: Alvin, Derrick, Theresa, Lee Yang, Chloe","Community Chest is the philanthropy and engagement arm of the National Council of Social Service (NCSS), which is the national co-ordinating body for social service agencies in Singapore.   As the hallmark of care and share, Community Chest aims to raise funds and engage the community so that social service agencies can focus on developing and delivering quality solutions and empowering the lives of those in need. Since 1983, Community Chest has been serving and in partnership with the people, public and private sectors to create a collaborative and impactful social service ecosystem for 40 years.   100% of your donations go towards helping the service users, as our fundraising and operating costs are covered mainly by Tote Board. Community Chest supports over 200 critical social service programmes empowering the lives of those in need, including children with special needs and youth-at-risk, adults with disabilities, persons with mental health conditions, and seniors and families in need of support."
"3052253","The Applied Psychology Placement Fund (TAPP)","Singapore University of Social Sciences","The Applied Psychology Placement (TAPP) Fund aims to create job opportunities and allow SUSS Psychology students access to internships that enable them to serve the needs in the community directly. As our students are often attached to social service agencies for their internships, limited funding is available for stipends - the TAPP Fund thus aims to provide financial support for students on internships, as they pursue their passion and interests in the field of Psychology.  This is especially beneficial for students who aspire to be certified psychologists as they are required to have two years of relevant working experience. Our students would have to take no-pay leave or quit their current job, which significantly contributes to their financial burden.  TAPP Fund will be used to support students with a stipend of $1,000 per month for three months as they undertake the opportunity to translate theory to practice during their internship.","At SUSS, we have a singular vision to be a university that inspires learning for life and impacts lives, regardless of age, background or life path. Our university is a vibrant tapestry of ages and experiences. From recent JC and polytechnic graduates to seasoned professionals, parents seeking new horizons and individuals redefining their careers in their golden years—our diverse community comes together for one common goal: to empower themselves with an education that impacts lives and society.   SUSS is an IPC-registered company. UEN 200504979Z"
"2635675","Sydney Ng Supports A Home Without Walls 2024 ","AWWA Ltd","Hello, Syd here. I visited the AWWA Home & Day Activity Centre, where I had the chance to interact with adults with physical and/or multiple disabilities.   I personally believe that this is a meaningful cause, and am thus creating this campaign to raise funds in support of this group of clients who are less ‘visible’ to the general public because you seldom see them on the streets.   So I invite you to support my campaign, to help improve the quality of life of adults with disabilities. Thank you.","AWWA was founded in 1970 by a group of volunteers supporting low-income families, and has since evolved into one of Singapore's largest multi-service social service agencies. AWWA's multi-professional team supports early childhood education, the integration and inclusion of children with developmental needs, families with complex social issues, the elderly, and persons with additional needs so that they may live out their various dreams and aspirations. AWWA is a registered charity with an Institution of a Public Character status.  Visit us at www.awwa.org.sg to find out more about programmes and services.  *Single donations of SGD50, and recurring donations of SGD30 and above are eligible for a 250% tax deduction."
"2941870","Give hope to kidney dialysis patients","The National Kidney Foundation","People with kidney failure undergo haemodialysis treatment three times a week, with each session lasting approximately 4 hours.  It is a challenge to balance work obligations with the need for regular dialysis treatments and kidney patients are left with little choice but to take up part-time job or job with flexible schedules. A part-time job can potentially result in a reduction of income and increased financial burden when it comes to medical care and treatment costs.  Together with a group of volunteers, we would like to fund raise by walking the 24 towns in Singapore. We aim to complete this challenge within a year. Your kind donation not only help kidney patients but also their families who may be impacted by the patient's illness.","The National Kidney Foundation (NKF) is currently supporting about 5,500 kidney failure patients, about two-thirds of the national kidney failure patient population. Our patients are of the lower income group. Treating a patient costs over $2,000 a month, however, the treatment our patients receive is highly subsidised, with 75% paying $50 or less a month out-of-pocket.   NKF remains committed to journeying with our patients every step of the way in their treatment and rehabilitative care, advocating kidney health to prevent kidney failure and making a difference in the renal landscape to benefit the community.   Partner us in giving Life & Hope to our patients now!  All donations received through Giving.sg will be channelled to NKF General Fund, which will be used to provide subsidised dialysis treatment and holistic care for our patients.   To view our financial statements, please visit our corporate website at https://nkfs.org/about-us/annual-reports/"
"2888689","Help Save a Life at National Kidney Foundation","The National Kidney Foundation","Please help save a life by donating at National Kidney Foundation!  Though a vital organ of the human body, not everyone has the privilege of having a healthy one. Lets do our bit to support and make the world a healthy place to live in.","The National Kidney Foundation (NKF) is currently supporting about 5,500 kidney failure patients, about two-thirds of the national kidney failure patient population. Our patients are of the lower income group. Treating a patient costs over $2,000 a month, however, the treatment our patients receive is highly subsidised, with 75% paying $50 or less a month out-of-pocket.   NKF remains committed to journeying with our patients every step of the way in their treatment and rehabilitative care, advocating kidney health to prevent kidney failure and making a difference in the renal landscape to benefit the community.   Partner us in giving Life & Hope to our patients now!  All donations received through Giving.sg will be channelled to NKF General Fund, which will be used to provide subsidised dialysis treatment and holistic care for our patients.   To view our financial statements, please visit our corporate website at https://nkfs.org/about-us/annual-reports/"
"2785011","The Joy of Giving","The National Kidney Foundation","NKF currently cares for over 5,600 kidney patients, more than 90% of underprivileged patients in Singapore. The financial burden on patients is a heavy one – every month, dialysis treatments can cost each patient more than $2,500. Thanks to the support of donors and the Government, 75% of our patients pay only $50 and below and overall, 40% pay $0, making dialysis affordable for underprivileged patients.  Through “The Joy of Giving”, we aim to raise $250,000 to support kidney failure patients in need and alleviate their financial burden. Every act of kindness counts! Your support means a lot to us, especially to patients like Mr Kamsani. He receives subsidised dialysis treatment and, now with gratitude, gives back and helps others as he can, creating a ripple effect of bringing joy and happiness to those in need in the community. (Please browse Mr Kamsani’s inspiring story at https://nkfs.org/event/the-joy-of-giving-2425/). Your donation will be entitled to a tax deduction of 2.5 times the donated amount.    Your compassion and love will motivate our patients to persevere through life!  Do join us in the mission of Giving Life and Hope! ","The National Kidney Foundation (NKF) is currently supporting about 5,500 kidney failure patients, about two-thirds of the national kidney failure patient population. Our patients are of the lower income group. Treating a patient costs over $2,000 a month, however, the treatment our patients receive is highly subsidised, with 75% paying $50 or less a month out-of-pocket.   NKF remains committed to journeying with our patients every step of the way in their treatment and rehabilitative care, advocating kidney health to prevent kidney failure and making a difference in the renal landscape to benefit the community.   Partner us in giving Life & Hope to our patients now!  All donations received through Giving.sg will be channelled to NKF General Fund, which will be used to provide subsidised dialysis treatment and holistic care for our patients.   To view our financial statements, please visit our corporate website at https://nkfs.org/about-us/annual-reports/"
"3045038","Voice for Life","Children-At-Risk Empowerment Association (CARE Singapore)","This is a student led campaign by members of MADDartiste group to celebrate our passion for singing and dancing.  We wish to combine our passion for the performing arts with giving back to the community through raising funds for CARE Singapore.   CARE Singapore is dedicated to supporting vulnerable young people to find direction, hope and success. Since 1997, CARE Singapore has impacted over 30,000 students across School Social Work, Counselling, Outreach Youth Mentoring and other services.    You can learn more here https://care.sg  Please help us make this fundraiser a success through your kind contributions!  Thank you!","Established in 1997, Children-At-Risk Empowerment Association (CARE Singapore) is a boutique charity that focuses on helping at-risk youths succeed in life.  In 2010, NCSS recognized this and appointed CARE as a Centre of Specialisation for Youth Empowerment so that they can help raise service quality in the youth sector.   CARE's work is a social investment that has impacted well over 30,000 youths.  Our greatest achievement is in changed lives; affirmed by positive feedback from parents, teachers and principals as well as the many success stories we hear of our youths years after they graduated from our programmes.  Your donation will help us continue to impact and change young lives for good!"
"3041998","Celebrate Leny's 50th by supporting SPCA ","Society for the Prevention of Cruelty to Animals","Dear Family and Friends,  Thank you for celebrating my 50th!  As you can see in my pictures here, I truly love and adore Bobo. On this special occasion, I would like to invite you to share your love for all animals, especially the under privileged ones, by making a small donation to SPCA, an animal welfare fundraising organization we are all familiar with.  Donors will be entitled to a 250% tax deduction but SPCA will require your NRIC/FIN in order to process the tax deduction. Therefore, please remember to provide your NRIC/FIN on the form before you checkout to make payment for your donation.  Truly grateful and thank you for your generosity!  XOXO  Leny and Bobo     ","The SPCA is a registered non-profit animal welfare charity with IPC status, and our two main objectives are to promote kindness and prevent cruelty to animals.   The SPCA is not funded by the government. Relying mainly on kind donations from the public and fundraising to support the shelter and clinic, inspectorate work and animal rescue services, as well as other initiatives such as our foster care programme, sterilisation programme for community animals, and education and outreach efforts.    Over 100 animals are taken in by the Society every month. Most of these animals are abandoned, unwanted, abused, sick/injured or lost.  Our officers have rescued numerous animals, like Gemma, Aiden and Cookie, across Singapore (see above video).  To carry out our animal welfare work, we require over S$4,000,000 annually.   You can make a difference to the animals.     Your kind donation will directly impact our operations in providing shelter, food, medical attention and love to the rescued animals that walk through our doors each day.   Your donations are eligible for 250% tax deduction.   By donating to the SPCA via giving.sg, your personal information will be shared with SPCA’s internal donor management system for record-keeping, donor engagement, sharing of upcoming events, processing your donations for tax deductions, and sending you the official donation receipt.  (For more information about the SPCA, visit our website http://www.spca.org.sg and/or our Facebook page http://www.facebook.com/spcasingapore.)"
"3047244","Life Beyond Limits - Duchenne Muscular Dystrophy ","Singapore Christian Home","Duchenne muscular dystrophy (DMD) is a genetic condition that causes muscles to weaken over time. Here are some symptoms of DMD tat typically begin in early childhood:  •	Difficulty walking and running •	Frequent falls •	Weakness in the hips, pelvis, and legs •	Enlarged calves (pseudohypertrophy) •	Delayed motor milestones  DMD is caused by a missing protein called dystrophin, which helps keep muscle cells healthy. As muscles break down, it can lead to serious issues with movement, and eventually affect the heart and lungs.  While there’s no cure yet, treatments like physical therapy and medications can help manage symptoms and improve quality of life. Researchers are actively working on new therapies to help those with DMD.  Singapore Christian Home also helps other medically fragile children and young persons, as well as elderly individuals suffering from similar diseases and various medical conditions. Your contribution will help all residents in our home. We thank you for your generosity from the bottom of our hearts.","Singapore Christian Home set up in the 1960's, is a not-for-profit nursing home, committed to the care of destitute and persons from low income families with long term medical and nursing needs.  In providing long term, respite and crisis-situation care, the Home offers  :  - avenues of care option for frail and sick persons, regardless of age, with complex nursing care requirements, financial difficulties or no family support;   - care-givers respite to recharge or to attend to their personal needs; and  - assistance to families when normal care arrangements to the dependent members are disrupted      The Home's adult residents are largely 70 years and above, with a handful of centurions.  They require constant care and supervision due to multiple chronic conditions.    In 2017, the Home, in response to the growing needs of medically fragile children and young persons whose families are unable to provide them with the level of care required, dedicated a ward for care of this cohort.   Each resident in the Home have long term care needs that become increasingly complex with increased frailty.  The Home is often the place they will be in till they pass on.  A multi-disciplinary team, complemented by dedicated volunteers, render constant care, emotional, psychological, social, pastoral and financial support to residents and their families.    Your donation to the Home will enable us to support many more individuals and families in need."
"3045005","The MINDSET Challenge 2024 x DigitalMINDSET","TOUCH COMMUNITY SERVICES","The MINDSET Challenge is MINDSET’s signature and annual mental health awareness and fundraising event featuring competitive races and a 3km walk around the Marina Bay.    The race symbolises the continuous journey to combat stigma surrounding mental illness and the daily challenges faced by mental health persons-in-recovery as they strive to reintegrate back into society.    The target of S$50,000 from giving.sg will go towards MINDSET’s flagship project, DigitalMINDSET. Launched in 2019, DigitalMINDSET, in collaboration with TOUCH Community Services, is a nine-month intervention programme targeting youths aged 12 to 21 facing emotion regulation issues due to excessive device usage.    The programme employs a holistic approach comprising one-to-one counselling, family casework sessions, and group therapy activities. As at end January 2024, DigitalMINDSET has enrolled over 400 youths and successfully closed over 300 cases.   Lend your support today and be a pillar of strength for youths working to overcome their mental health challenges!","TOUCH Community Services serves some 279,000 individuals of all ages, races and religions to see sustainable change and transformation in their lives. We are dedicated to meeting the needs of children from disadvantaged backgrounds, youth-at-risk, family in need, people with special and healthcare needs, and the frail elderly.  As stakeholders of the global community, TOUCH supports the United Nation's Sustainable Development Goals (SDGs) of 'Good Health and Well-being', 'Quality Education' and 'Reduced Inequality' among others, in our work with vulnerable groups in our local community."
"3021534","Trio's birthday donation","Mercylight Animal Rescue And Sanctuary Limited","Your tax-deductible donation will help us continue our mission to rescue and restore the homeless dogs and give them a new lease of life.  Do you ever wonder what goes on behind the scenes at a dog shelter?  It's a world of constant care, where dedicated staff and volunteers work tirelessly 365 days a year. They clean kennels, walk countless paws, provide nutritious meals, and most importantly, shower the dogs with love while searching for their forever families.  What fuels their passion?  The unforgettable joy of witnessing a perfect match!  Seeing a dog find its loving home creates a bond that melts hearts and reminds everyone of the power of kindness and responsibility.  Every person can make a difference, and our team proves it every day.  But here's the bark of truth:  despite their unwavering efforts, we often face challenges due to limited funding and staffing.  That's where you come in!  Your donation can change a life.  Many dogs arrive at our shelter after enduring harsh conditions, neglect, and a constant struggle for survival. They desperately need proper food, water, shelter, and medical care.  Your generosity provides everything they need until they find their happy place.  Double the Impact!  Thanks to the Tote Board's Enhanced Fund-Raising Programme, your contribution will be matched dollar-for-dollar, maximizing your impact and helping us help more dogs!  Your donation directly supports: - Wholesome meals to keep our furry friends healthy. - Essential medical care for every dog in our care. - Vital shelter operations to maintain a loving environment.  Bonus! Your donation is eligible for a 2.5 times tax deduction through the EFR Programme.  With your help, we can transform more lives.  Donate today and give these deserving dogs the second chance they deserve! Thank you for your compassion and generosity.","Mercylight Animal Rescue And Sanctuary Limited is a volunteer-run charity which relies entirely on public donations. Our aim is to promote compassion for animals through the provision of animal welfare services and prevention of cruelty to animals.  We are a group of animal lovers who have a strong desire to care for the animals, by helping them to find the right homes. It has been an incredible journey since we started. From feeding stray dogs, to being incorporated as a non-profit organisation, to become a registered charity. We remain dedicated to saving animals and touching lives.   Your generosity and kind donations will keep our Sungei Tengah shelter running and continue to provide food, medical supplies, veterinary care, rehabilitation and training to our rescued animals."
"2868189","Impact 2024 - SOTA Fundraising Show","Singapore Arts School Ltd.","Impact is an annual fundraising show organised by SOTA. Each year, Impact seeks inspiration from a renowned Singaporean artist who has played a crucial role in shaping the local arts and cultural scene.   This year, the show draws inspiration from the remarkable life and works of the late Mrs Santha Bhaskar, an iconic trailblazer in the world of Dance. Mrs Bhaskar’s profound influence as an educator and mentor has shaped countless generations of students and dancers. What is amazing is her pioneering spirit that led her to explore cultural intersections through a multi-disciplinary lens, pushing the boundary of classical Indian dance, especially Bharatanatyam. Her courageous and creative approach has left an indelible mark on Singapore’s cultural landscape.    The proceeds will go towards the SOTA Endowment Fund which provides students with bursaries, scholarships, and other forms of financial assistance.   Thank you for your generosity and support. ","The School of the Arts (SOTA) is Singapore's first national pre-tertiary specialised arts school with a six-year integrated arts and academic curriculum, leading to the International Baccalaureate (IB) Diploma or Career-related Programme, for youths aged 13-18 years old.   Under the ambit of the Ministry of Culture, Community and Youth (MCCY), SOTA offers a dedicated development path for those who have interest and show early talent in the arts, providing a learning environment where both the artistic and academic potential can best be realised.   With a vision to nurture creative citizens for the future, SOTA aims to identify and groom artistic and creative learners who positively impact Singapore and the world, through a vibrant learning environment that is anchored in the arts.   A school of the future, SOTA embraces a holistic educational philosophy that celebrates experimentation, expression and discovery."
"3700928","Kidney Dialysis Foundation Got To Walk 2024","Kidney Dialysis Foundation","A kidney patient undergoes 3 dialysis sessions each week, with each session lasting 4 hours. That’s 12 hours a week spent in a dialysis chair, often with limited movement. This can be both physically and mentally exhausting for a patient, making daily life incredibly challenging.  Got To Walk 2024 aims to not only raise funds for needy kidney patients but also to advocate the importance of kidney health and cultivate healthy habits to prevent kidney disease.  On 9 November 2024, participants from all walks of life will come together for a meaningful 5km walk at OCBC Square, Singapore Sports Hub. Every step you take will help support the Kidney Dialysis Foundation (KDF) and its mission to provide affordable dialysis treatments to those in need.  Step up to a healthier you and help us protect the kidneys of vulnerable individuals. Donate generously today!  For partnership opportunities or further enquiries, please contact Ms. Tan Pei Zhen at peizhen.tan@kdf.org.sg.","The Kidney Dialysis Foundation (KDF) is an independent non-profit organisation dedicated to providing subsidised dialysis treatment to needy kidney patients in Singapore.   Patients of the Foundation typically belong to the lowest 10% income bracket in Singapore. We ensure that this vulnerable group of patients will not be deprived of treatment due to their financial situation.   The Foundation currently runs four haemodialysis centres at Admiralty Link, Bishan, Chinatown and Ghim Moh, serving about 300 patients annually. At least $4 million is needed yearly to continue KDF's life-saving mission.   All donations to KDF will be eligible for tax deduction as KDF is an IPC-registered charity.   *Impact statements listed above are for illustrative purposes only. All donations received through this page will be channelled into the KDF general fund, which covers patient treatments and complementary care, public education and other operating expenses."
"3040912","SII Supports the Fight Against Cancer!","Singapore Cancer Society","Since its establishment, the Singapore Insurance Institute (SII) has been dedicated to promoting excellence and professional development within the insurance industry. As we celebrate our 60th anniversary and reflect on our success, achievements and growth, we believe it is equally important to give back to the community that has supported us.   To celebrate this anniversary and significant milestone, SII is supporting the Singapore Cancer Society (SCS) who is also commemorating six decades of serving and supporting the cancer community, with its diverse range of programmes.  SCS has tirelessly worked towards reducing cancer incidence in Singapore, increasing survivor rates, improving the quality of life for cancer patients and survivors, as well as rallying the greater community through public education and to join the fight against cancer. They carry this out through a variety of psychosocial, rehabilitation and support programmes, financial and welfare assistance schemes, hospice care as well as cancer prevention initiatives such as screenings.   Join us to raise funds for these important initiatives, that will facilitate SCS to continue its mission and make a lasting impact in the lives of those affected by cancer. Your generous contribution will go a long way in the provision of hope, comfort and the improved well-being of cancer patients and their families.   Donate today. Stand with us and Singapore Cancer Society in our fight against cancer. Together we can create a healthier and happier Singapore for all. ","Minimising Cancer and Maximising Lives since 1964, the Singapore Cancer Society (SCS) is a self-funded Social Service Agency which provides an integrated continuum of care from cancer control and prevention to patient support services, survivorship and palliative care. SCS’ key programmes & services include cancer screening programmes, public education, financial and welfare services, psychosocial support, survivorship, rehabilitation programmes and hospice care.  SCS attained the coveted Charity Governance Award (CGA) and Charity Transparency Award (CTA) 2023 for upholding high governance and transparency standards.  As the Society forges ahead in 2024, it commemorates its 60th anniversary of improving the lives of Singaporeans and the cancer community. Specially curated programmes continuously reinforce SCS’ four key strategic thrusts: -	To reduce the incidence of cancer -	To increase the survival rates -	To improve the quality of life of cancer patients and survivors -	To rally the community to take proactive action and join the fight against cancer  For more information, please visit www.singaporecancersociety.org.sg  "
"3026034","Three nutritious meals for the children one day","The Salvation Army","让我们来为救世军的孩子们捐赠一日三餐的餐费吧！ 捐赠孩子们的餐费：一餐仅5SGD，一天仅15SGD.  Let's donate three nutritious meals a day for the children! Donate children's meals: Only $5 per meal and $15 per day.  新加坡救世军旗下的Gracehaven 恩典之家是新加坡为数不多的儿童之家。他们为遭受虐待、无亲人照料、被遗弃或行差踏错的儿童和青少年提供一个安全庇护的住所，再由社工和心理辅导专员介入，治愈他们的身心灵，让他们的生活得以重建。  Gracehaven Children's Home by The Salvation Army is one of few residential children’s home in Singapore. It is a place of safety for children and youths who may be victims of abuse, neglect, or in need of rehabilitation. Through the therapeutic services and care provided by social workers and mental health professionals, the home offers them a safe space to heal, rebuild, and grow.  恩典之家在任一时间照看的儿童和青少年约90名，年龄7至18岁不等，不分宗族、信仰和性别。作为非盈利的慈善机构，他们不向孩童的家属收取任何费用，孩童住宿期间的花费部分由政府补贴，剩余部分则需由儿童之家自行承担，因此非常需要大家供献爱心。  Gracehaven Children's Home serves about 90 children and youths aged 7 to 18 years old at any given moment. Its services are provided regardless of race, religion or gender of the child. As a social service organisation, Gracehaven does not charge parents for its services, all expenses incurred by the child during his/her stay is partially defrayed by government subvention, with the remainder borne by Gracehaven, through the support of the generous public.","The Salvation Army has been touching lives in Singapore since 1935 and we remain committed to serving the underprivileged in the community without discrimination. To us, every life is precious and we actively help those in need regardless of age, race or religion.  Our diverse programmes reach out to vulnerable children and youth, frail elderly, struggling families, isolated migrant workers and other needy segments in our society.   Your support goes a long way in helping to transform our beneficiaries lives. Because of your kindness, many can have hope for tomorrow.  * Please note that we can only accept donations (from this portal) for The Salvation Army Singapore and not overseas countries."
